mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	296		
36	36	287/4	287/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	297		
36	36	575/8	575/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	298		
36	36	70	70	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	299		
36	36	71	71	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	300		
37	37	72	72	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	301		
37	37	289/4	289/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	302		
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	303		
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	304		
37	37	73	73	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	305		
37	37	293/4	293/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	306		
37	37	147/2	147/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	307		
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	308		
37	37	72	72	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	309		
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	310		
37	37	73	73	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	311		
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	312		
38	38	74	74	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	313		
38	38	297/4	297/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	314		
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	315		
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	316		
38	38	75	75	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	317		
38	38	301/4	301/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	318		
38	38	151/2	151/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	319		
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	320		
38	38	74	74	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	321		
39	39	76	76	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	322		
39	39	305/4	305/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	323		
39	39	153/2	153/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	324		
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	325		
39	39	77	77	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	326		
39	39	309/4	309/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	327		
39	39	155/2	155/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	328		
39	39	311/4	311/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	329		
40	40	78	78	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	330		
