mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	slur
3	2	8	8	1.5	3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	32			
3	2	19/2	19/2	1.0	3/4	3/4	Chord	12/8	1	2	1/4	1/4	1	33			
3	2	11	11	1.5	9/8	9/8	Chord	12/8	1	2	3/8	1/4	3/2	34			
4	3	13	13	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	35			2
4	3	53/4	53/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	36			2
4	3	27/2	27/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	37			2
4	3	55/4	55/4	0.125	5/16	5/16	Chord	12/8	1	1	1/32	1/32	1	38			2
4	3	111/8	111/8	0.125	11/32	11/32	Chord	12/8	1	1	1/32	1/32	1	39			
4	3	14	14	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	40			
4	3	29/2	29/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	41			
4	3	15	15	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	42			
4	3	16	16	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	43			3
4	3	65/4	65/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	44			3
4	3	33/2	33/2	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	45			3
4	3	67/4	67/4	0.125	17/16	17/16	Chord	12/8	1	1	1/32	1/32	1	46			3
4	3	135/8	135/8	0.125	35/32	35/32	Chord	12/8	1	1	1/32	1/32	1	47			
4	3	17	17	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	48			
4	3	35/2	35/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	49			
4	3	18	18	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	50			
4	3	25/2	25/2	0.5	0	0	Chord	12/8	1	2	1/8	1/8	1	51			
4	3	14	14	1.5	3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	52			
4	3	31/2	31/2	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	53			
4	3	17	17	1.5	9/8	9/8	Chord	12/8	1	2	3/8	1/4	3/2	54			
5	4	37/2	37/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	55			
5	4	19	19	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	56			
5	4	39/2	39/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	57			
5	4	20	20	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	58			
5	4	41/2	41/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	59			
5	4	21	21	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	60			
5	4	43/2	43/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	61	ornamentTrill		
5	4	23	23	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	62			
5	4	47/2	47/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	63			
5	4	24	24	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	64			
5	4	37/2	37/2	1.0	0	0	Chord	12/8	1	2	1/4	1/4	1	65			
5	4	39/2	39/2	0.5	1/4	1/4	Chord	12/8	1	2	1/8	1/8	1	66			
5	4	20	20	1.0	3/8	3/8	Chord	12/8	1	2	1/4	1/4	1	67			
5	4	21	21	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	68			
5	4	43/2	43/2	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	69			
5	4	22	22	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	70			
5	4	45/2	45/2	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	71			
5	4	23	23	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	72			
6	5	49/2	49/2	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	73	ornamentTrill		
6	5	26	26	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	74			
6	5	53/2	53/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	75			
6	5	27	27	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	76			
6	5	55/2	55/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	77	ornamentTrill		
6	5	29	29	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	78			
6	5	59/2	59/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	79			
6	5	30	30	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	80			
6	5	49/2	49/2	0.5	0	0	Chord	12/8	1	2	1/8	1/8	1	81			
6	5	25	25	0.5	1/8	1/8	Chord	12/8	1	2	1/8	1/8	1	82			
6	5	51/2	51/2	0.5	1/4	1/4	Chord	12/8	1	2	1/8	1/8	1	83			
6	5	55/2	55/2	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	84			
6	5	28	28	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	85			
6	5	57/2	57/2	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	86			
6	5	26	26	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	87			
6	5	29	29	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	88			
7	6	61/2	61/2	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	89	ornamentTrill		
7	6	32	32	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	90			
7	6	65/2	65/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	91			
7	6	33	33	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	92			
7	6	67/2	67/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	93	ornamentTrill		
7	6	35	35	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	94			
7	6	71/2	71/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	95			
7	6	36	36	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	96			
7	6	61/2	61/2	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	97			
7	6	31	31	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	98			
7	6	63/2	63/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	99			
7	6	32	32	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	100			
7	6	67/2	67/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	101			
7	6	34	34	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	102			
7	6	69/2	69/2	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	103			
7	6	35	35	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	104			
8	7	37	37	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	105			4
8	7	149/4	149/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	106			4
8	7	75/2	75/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	107			4
8	7	151/4	151/4	0.125	5/16	5/16	Chord	12/8	1	1	1/32	1/32	1	108			4
8	7	303/8	303/8	0.125	11/32	11/32	Chord	12/8	1	1	1/32	1/32	1	109			
8	7	38	38	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	110			
8	7	77/2	77/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	111			
8	7	39	39	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	112			
8	7	40	40	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	113			5
8	7	161/4	161/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	114			5
8	7	81/2	81/2	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	115			5
8	7	163/4	163/4	0.125	17/16	17/16	Chord	12/8	1	1	1/32	1/32	1	116			5
8	7	327/8	327/8	0.125	35/32	35/32	Chord	12/8	1	1	1/32	1/32	1	117			
8	7	41	41	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	118			
8	7	83/2	83/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	119			
8	7	42	42	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	120			
8	7	73/2	73/2	0.5	0	0	Chord	12/8	1	2	1/8	1/8	1	121			
8	7	38	38	1.5	3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	122			
8	7	79/2	79/2	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	123			
8	7	41	41	1.5	9/8	9/8	Chord	12/8	1	2	3/8	1/4	3/2	124			
9	8	43	43	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	125			6
9	8	173/4	173/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	126			6
9	8	87/2	87/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	127			6
9	8	175/4	175/4	0.125	5/16	5/16	Chord	12/8	1	1	1/32	1/32	1	128			6
9	8	351/8	351/8	0.125	11/32	11/32	Chord	12/8	1	1	1/32	1/32	1	129			
9	8	44	44	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	130			
9	8	89/2	89/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	131			
9	8	45	45	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	132			
9	8	46	46	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	133			7
9	8	185/4	185/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	134			7
9	8	93/2	93/2	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	135			7
9	8	187/4	187/4	0.125	17/16	17/16	Chord	12/8	1	1	1/32	1/32	1	136			7
9	8	375/8	375/8	0.125	35/32	35/32	Chord	12/8	1	1	1/32	1/32	1	137			
9	8	47	47	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	138			
9	8	95/2	95/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	139			
9	8	48	48	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	140			
9	8	85/2	85/2	0.5	0	0	Chord	12/8	1	2	1/8	1/8	1	141			
9	8	91/2	91/2	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	142			
9	8	47	47	1.5	9/8	9/8	Chord	12/8	1	2	3/8	1/4	3/2	143			
9	8	44	44	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	144			
10	9	97/2	97/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	145			
10	9	49	49	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	146			
10	9	99/2	99/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	147			
10	9	50	50	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	148			
10	9	101/2	101/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	149			
10	9	51	51	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	150			
10	9	103/2	103/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	151	ornamentTrill		
10	9	53	53	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	152			
10	9	107/2	107/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	153			8
10	9	215/4	215/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	154			8
10	9	54	54	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	155			8
10	9	217/4	217/4	0.125	23/16	23/16	Chord	12/8	1	1	1/32	1/32	1	156			8
10	9	435/8	435/8	0.125	47/32	47/32	Chord	12/8	1	1	1/32	1/32	1	157			
10	9	97/2	97/2	1.5	0	0	Chord	12/8	1	2	3/8	1/4	3/2	158			
10	9	50	50	1.5	3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	159			
10	9	103/2	103/2	1.5	3/4	3/4	Chord	12/8	1	2	3/8	1/4	3/2	160			
10	9	53	53	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	161			
11	10	109/2	109/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	162			
11	10	55	55	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	163			
11	10	111/2	111/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	164			
11	10	56	56	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	165			
11	10	113/2	113/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	166			
11	10	57	57	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	167			
11	10	115/2	115/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	168			
11	10	58	58	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	169			
11	10	117/2	117/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	170			
11	10	59	59	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	171			
11	10	237/4	237/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	172			9
11	10	119/2	119/2	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	173			9
11	10	239/4	239/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	174			9
11	10	60	60	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	175			9
11	10	241/4	241/4	0.125	23/16	23/16	Chord	12/8	2	1	1/32	1/32	1	176			9
11	10	483/8	483/8	0.125	47/32	47/32	Chord	12/8	2	1	1/32	1/32	1	177			
12	11	121/2	121/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	178			
12	11	61	61	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	179			
12	11	123/2	123/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	180			
12	11	62	62	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	181			
12	11	125/2	125/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	182			
12	11	63	63	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	183			
12	11	127/2	127/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	184			
12	11	65	65	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	185			10
12	11	261/4	261/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	186			10
12	11	131/2	131/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	187			10
12	11	263/4	263/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	188			10
12	11	66	66	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	189			10
12	11	265/4	265/4	0.125	23/16	23/16	Chord	12/8	1	1	1/32	1/32	1	190			10
12	11	531/8	531/8	0.125	47/32	47/32	Chord	12/8	1	1	1/32	1/32	1	191			
12	11	121/2	121/2	0.5	0	0	Chord	12/8	1	2	1/8	1/8	1	192			
12	11	61	61	0.5	1/8	1/8	Chord	12/8	1	2	1/8	1/8	1	193			
12	11	123/2	123/2	0.5	1/4	1/4	Chord	12/8	1	2	1/8	1/8	1	194			
12	11	62	62	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	195			
12	11	125/2	125/2	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	196			
12	11	63	63	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	197			
12	11	127/2	127/2	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	198			
12	11	64	64	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	199			
12	11	129/2	129/2	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	200			
12	11	65	65	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	201			
13	12	133/2	133/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	202			
13	12	67	67	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	203			
13	12	135/2	135/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	204			
13	12	68	68	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	205			
13	12	137/2	137/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	206			
13	12	69	69	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	207			
13	12	139/2	139/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	208			
13	12	71	71	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	209			
13	12	143/2	143/2	1.0	5/4	5/4	Chord	12/8	1	1	1/4	1/4	1	210			
13	12	133/2	133/2	0.5	0	0	Chord	12/8	1	2	1/8	1/8	1	211			
13	12	67	67	0.5	1/8	1/8	Chord	12/8	1	2	1/8	1/8	1	212			
13	12	135/2	135/2	0.5	1/4	1/4	Chord	12/8	1	2	1/8	1/8	1	213			
13	12	133/2	133/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	214			
13	12	68	68	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	215			
13	12	137/2	137/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	216			
13	12	69	69	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	217			
13	12	139/2	139/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	218			
13	12	70	70	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	219			
13	12	141/2	141/2	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	220			
13	12	71	71	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	221			
13	12	72	72	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	222			
14	13	145/2	145/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	223			
14	13	73	73	1.0	1/8	1/8	Chord	12/8	1	1	1/4	1/4	1	224			
14	13	74	74	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	225			
14	13	149/2	149/2	1.0	1/2	1/2	Chord	12/8	1	1	1/4	1/4	1	226			
14	13	151/2	151/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	227			
14	13	76	76	1.0	7/8	7/8	Chord	12/8	1	1	1/4	1/4	1	228			
14	13	77	77	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	229			
14	13	155/2	155/2	1.0	5/4	5/4	Chord	12/8	1	1	1/4	1/4	1	230			
14	13	145/2	145/2	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	231			
14	13	147/2	147/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	232			
14	13	74	74	1.0	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	233			
14	13	75	75	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	234			
14	13	151/2	151/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	235			
14	13	153/2	153/2	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	236			
14	13	77	77	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	237			
14	13	78	78	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	238			
15	14	157/2	157/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	239			
15	14	79	79	1.0	1/8	1/8	Chord	12/8	1	1	1/4	1/4	1	240			
15	14	80	80	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	241			
15	14	161/2	161/2	1.0	1/2	1/2	Chord	12/8	1	1	1/4	1/4	1	242			
15	14	163/2	163/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	243			
15	14	82	82	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	244			
15	14	165/2	165/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	245			
15	14	83	83	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	246			
15	14	167/2	167/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	247			
15	14	84	84	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	248			
15	14	157/2	157/2	1.0	0	0	Chord	12/8	1	2	1/4	1/4	1	249			
15	14	159/2	159/2	0.5	1/4	1/4	Chord	12/8	1	2	1/8	1/8	1	250			
15	14	80	80	1.0	3/8	3/8	Chord	12/8	1	2	1/4	1/4	1	251			
15	14	81	81	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	252			
15	14	163/2	163/2	1.0	3/4	3/4	Chord	12/8	1	2	1/4	1/4	1	253			
15	14	165/2	165/2	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	254			
15	14	83	83	1.0	9/8	9/8	Chord	12/8	1	2	1/4	1/4	1	255			
15	14	84	84	0.5	11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	256			
16	15	169/2	169/2	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	257			
16	15	86	86	1.5	3/8	3/8	Chord	12/8	1	1	3/8	1/4	3/2	258			
16	15	175/2	175/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	259			
16	15	89	89	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	260			
16	15	169/2	169/2	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	261			
16	15	85	85	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	262			
16	15	171/2	171/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	263			
16	15	86	86	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	264			
16	15	173/2	173/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	265			
16	15	87	87	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	266			
16	15	175/2	175/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	267			
16	15	88	88	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	268			
16	15	177/2	177/2	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	269			
16	15	89	89	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	270			
16	15	179/2	179/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	271			
16	15	90	90	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	272			
17	16	181/2	181/2	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	273			
17	16	92	92	1.5	3/8	3/8	Chord	12/8	1	1	3/8	1/4	3/2	274			
17	16	187/2	187/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	275			
17	16	95	95	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	276			
17	16	92	92	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	277			
17	16	185/2	185/2	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	278			
17	16	93	93	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	279			
17	16	187/2	187/2	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	280			
17	16	94	94	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	281			
17	16	189/2	189/2	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	282			
17	16	95	95	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	283			
17	16	191/2	191/2	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	284			
17	16	96	96	0.5	11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	285			
17	16	181/2	181/2	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	286			
17	16	91	91	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	287			
17	16	183/2	183/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	288			
18	17	193/2	193/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	289			
18	17	97	97	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	290			
