mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text
44	42	337/2	337/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	877	
44	42	675/4	675/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	878	
44	42	165	165	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	879	
44	42	331/2	331/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	880	
44	42	333/2	333/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	881	
44	42	167	167	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	882	
44	42	335/2	335/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	883	
44	42	337/2	337/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	884	
45	43	169	169	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	885	
45	43	677/4	677/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	886	
45	43	339/2	339/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	887	
45	43	679/4	679/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	888	
45	43	170	170	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	889	
45	43	681/4	681/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	890	
45	43	341/2	341/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	891	
45	43	683/4	683/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	892	
45	43	171	171	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	893	
45	43	685/4	685/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	894	
45	43	343/2	343/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	895	
45	43	687/4	687/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	896	
45	43	172	172	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	897	
45	43	689/4	689/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	898	
45	43	345/2	345/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	899	
45	43	691/4	691/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	900	
45	43	169	169	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	901	
45	43	339/2	339/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	902	
45	43	341/2	341/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	903	
45	43	171	171	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	904	
45	43	343/2	343/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	905	
45	43	345/2	345/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	906	
46	44	173	173	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	907	
46	44	693/4	693/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	908	
46	44	347/2	347/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	909	
46	44	695/4	695/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	910	
46	44	174	174	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	911	
46	44	697/4	697/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	912	
46	44	349/2	349/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	913	
46	44	699/4	699/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	914	
46	44	175	175	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	915	
46	44	701/4	701/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	916	
46	44	351/2	351/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	917	
46	44	703/4	703/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	918	
46	44	176	176	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	919	
46	44	705/4	705/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	920	
46	44	353/2	353/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	921	
46	44	707/4	707/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	922	
46	44	173	173	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	923	
46	44	347/2	347/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	924	
46	44	174	174	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	925	
46	44	349/2	349/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	926	
46	44	175	175	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	927	
46	44	351/2	351/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	928	
46	44	176	176	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	929	
46	44	353/2	353/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	930	
47	45	177	177	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	931	
47	45	709/4	709/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	932	
47	45	355/2	355/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	933	
47	45	711/4	711/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	934	
47	45	178	178	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	935	
47	45	713/4	713/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	936	
47	45	357/2	357/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	937	
47	45	715/4	715/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	938	
47	45	179	179	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	939	
47	45	717/4	717/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	940	
47	45	359/2	359/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	941	
47	45	719/4	719/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	942	
47	45	180	180	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	943	
47	45	361/2	361/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	944	
47	45	177	177	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	945	
47	45	355/2	355/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	946	
47	45	178	178	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	947	
47	45	357/2	357/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	948	
47	45	179	179	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	949	
47	45	721/4	721/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	950	
47	45	361/2	361/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	951	
47	45	723/4	723/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	952	
48	46	181	181	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	953	
48	46	725/4	725/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	954	
48	46	363/2	363/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	955	
48	46	727/4	727/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	956	
48	46	182	182	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	957	
48	46	365/2	365/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	958	
48	46	183	183	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	959	
48	46	733/4	733/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	960	
48	46	367/2	367/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	961	
48	46	735/4	735/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	962	
48	46	184	184	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	963	
48	46	181	181	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	964	
48	46	729/4	729/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	965	
48	46	365/2	365/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	966	
48	46	731/4	731/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	967	
48	46	183	183	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	968	
48	46	737/4	737/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	969	
48	46	369/2	369/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	970	
48	46	739/4	739/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	971	
49	47	185	185	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	972	
49	47	371/2	371/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	973	
49	47	186	186	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	974	
49	47	373/2	373/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	975	
49	47	187	187	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	976	
49	47	741/4	741/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	977	
49	47	743/4	743/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	978	
49	47	745/4	745/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	979	
49	47	747/4	747/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	980	
49	47	749/4	749/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	981	
49	47	375/2	375/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	982	
49	47	188	188	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	983	
49	47	377/2	377/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	984	
49	47	751/4	751/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	985	
49	47	753/4	753/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	986	
49	47	755/4	755/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	987	
50	48	379/2	379/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	988	
50	48	381/2	381/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	989	
50	48	191	191	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	990	
50	48	192	192	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	991	
50	48	189	189	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	992	
50	48	191	191	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	993	
50	48	192	192	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	994	
51	49	193	193	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	995	
51	49	193	193	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	996	
