mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
9	9	13	13	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	44							
9	9	12	12	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	45							
10	10	27/2	27/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	46							
10	10	14	14	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	47							8
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	48							
10	10	27/2	27/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	49							
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	50							
11	11	15	15	0.125	0	0	Chord	3/8	1	1	1/32	1/32	1	51							
11	11	121/8	121/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	52							
11	11	61/4	61/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	53							
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	54							9
11	11	16	16	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	55							
11	11	15	15	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	56							
11	11	15	15	1.0	0	0	Chord	3/8	2	2	1/4	1/4	1	57							
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	58							
12	12	33/2	33/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	59							
12	12	17	17	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	60							10
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	61							
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	62							
12	12	17	17	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	63							11
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	64							
13	13	18	18	0.125	0	0	Chord	3/8	1	1	1/32	1/32	1	65							
13	13	145/8	145/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	66							
13	13	73/4	73/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	67							
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	68							12
13	13	19	19	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	69							
13	13	18	18	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	70							
14	14	39/2	39/2	0.125	0	0	Chord	3/8	1	1	1/32	1/32	1	71							
14	14	157/8	157/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	72							
14	14	79/4	79/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	73							
14	14	20	20	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	74							13
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	75							
14	14	39/2	39/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	76							
14	14	20	20	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	77							
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	78							
14	14	39/2	39/2	1.0	0	0	Chord	3/8	2	2	1/4	1/4	1	79							
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	80							
15	15	21	21	0.125	0	0	Chord	3/8	1	1	1/32	1/32	1	81							
15	15	169/8	169/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	82							
15	15	85/4	85/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	83							
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	84							14
15	15	22	22	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	85							
15	15	21	21	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	86							
15	15	22	22	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	87							
16	16	45/2	45/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	88	ornamentTrill						
16	16	23	23	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	89							
16	16	45/2	45/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	90							
16	16	23	23	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	91							
16	16	93/4	93/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	92							
16	16	47/2	47/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	93							
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	94							
17	17	24	24	0.125	0	0	Chord	3/8	1	1	1/32	1/32	1	95							
17	17	193/8	193/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	96							
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	97							
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	98							15
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	99							
17	17	24	24	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	100							
18	18	51/2	51/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	101							
18	18	26	26	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	102							16
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	103							
18	18	51/2	51/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	104							
19	19	27	27	0.125	0	0	Chord	3/8	1	1	1/32	1/32	1	105							
19	19	217/8	217/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	106							
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	107							
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	108							17
19	19	28	28	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	109	ornamentTrill						
19	19	27	27	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	110							
20	20	57/2	57/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	111							
20	20	29	29	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	112							18
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	113							
20	20	57/2	57/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	114							
20	20	29	29	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	115							
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	116							
21	21	30	30	0.125	0	0	Chord	3/8	1	1	1/32	1/32	1	117							
21	21	241/8	241/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	118							
21	21	121/4	121/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	119							
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	120							19
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	121							
21	21	30	30	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	122							
22	22	63/2	63/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	123							
22	22	32	32	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	124							20
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	125							
22	22	63/2	63/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	126							
22	22	32	32	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	127							
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	128							
23	23	33	33	0.125	0	0	Chord	3/8	1	1	1/32	1/32	1	129							
23	23	265/8	265/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	130							
23	23	133/4	133/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	131							
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	132							
23	23	34	34	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	133	ornamentTrill						
23	23	33	33	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	134							
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	135							
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	136							
24	24	69/2	69/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	137							
24	24	69/2	69/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	138							
