mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
3	3	21/4	21/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	21		
3	3	11/2	11/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	22		
3	3	23/4	23/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	23		
3	3	4	4	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	24		
3	3	9/2	9/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	25		
3	3	5	5	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	26		
3	3	11/2	11/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	27		
4	4	6	6	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	28		
4	4	6	6	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	29		
4	4	7	7	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	30		
4	4	6	6	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	31		
4	4	13/2	13/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	32		
4	4	29/4	29/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	33		
4	4	15/2	15/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	34		
4	4	31/4	31/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	35		
5	5	8	8	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	36		
5	5	8	8	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	37		
5	5	8	8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	38		
5	5	9	9	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	39		
5	5	19/2	19/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	40		
5	5	39/4	39/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	41		
5	5	8	8	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	42		
5	5	9	9	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	43		
6	6	10	10	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	44		
6	6	10	10	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	45		
6	6	23/2	23/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	46		
6	6	10	10	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	47		
6	6	21/2	21/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	48		
6	6	11	11	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	49		
6	6	23/2	23/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	50		
6	6	11	11	1.0		1/4	1/4	Chord	2/4	1	3	1/4		1/4	1	51		
7	7	12	12	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	52		
7	7	49/4	49/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	53		
7	7	25/2	25/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	54		
7	7	51/4	51/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	55		
7	7	13	13	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	56		
7	7	53/4	53/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	57		
7	7	27/2	27/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	58		
7	7	55/4	55/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	59		
7	7	12	12	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	60		
7	7	25/2	25/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	61		
7	7	13	13	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	62		
7	7	27/2	27/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	63		
7	7	12	12	1.0		0	0	Chord	2/4	1	3	1/4		1/4	1	64		
8	8	14	14	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	65		
8	8	14	14	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	66		
8	8	31/2	31/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	67		
8	8	15	15	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	68		
8	8	14	14	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	69		
9	9	16	16	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	70		
9	9	65/4	65/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	71		
9	9	33/2	33/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	72		
9	9	67/4	67/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	73		
9	9	17	17	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	74		
9	9	69/4	69/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	75		
9	9	35/2	35/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	76		
9	9	16	16	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	77		
9	9	33/2	33/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	78		
9	9	17	17	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	79		
9	9	35/2	35/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	80		
9	9	71/4	71/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	81		
10	10	18	18	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	82		
10	10	37/2	37/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	83		
10	10	19	19	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	84		
10	10	39/2	39/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	85		
10	10	18	18	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	86		
10	10	37/2	37/2	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	87		
10	10	39/2	39/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	88		
11	11	20	20	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	89		
11	11	81/4	81/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	90		
11	11	41/2	41/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	91		
11	11	83/4	83/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	92		
11	11	21	21	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	93		
11	11	85/4	85/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	94		
11	11	43/2	43/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	95		
11	11	20	20	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	96		
11	11	41/2	41/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	97		
11	11	21	21	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	98		
11	11	43/2	43/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	99		
11	11	87/4	87/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	100		
12	12	22	22	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	101		
12	12	45/2	45/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	102		
12	12	23	23	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	103		
12	12	47/2	47/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	104		
12	12	22	22	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	105		
12	12	45/2	45/2	0.75		1/8	1/8	Chord	2/4	1	2	3/16		1/8	3/2	106		
12	12	93/4	93/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	107		
12	12	47/2	47/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	108		
12	12	95/4	95/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	109		
13	13	24	24	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	110		
13	13	49/2	49/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	111		
13	13	25	25	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	112		
13	13	51/2	51/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	113		
13	13	24	24	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	114		
13	13	97/4	97/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	115		
13	13	49/2	49/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	116		
13	13	99/4	99/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	117		
13	13	25	25	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	118		
13	13	101/4	101/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	119		
13	13	51/2	51/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	120		
13	13	103/4	103/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	121		
14	14	26	26	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	122		
14	14	53/2	53/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	123		
14	14	27	27	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	124		
14	14	55/2	55/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	125		
14	14	26	26	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	126		
14	14	105/4	105/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	127		
14	14	53/2	53/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	128		
14	14	107/4	107/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	129		
14	14	27	27	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	130		
14	14	109/4	109/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	131		
14	14	55/2	55/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	132		
14	14	111/4	111/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	133		
15	15	28	28	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	134		
15	15	57/2	57/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	135		
15	15	29	29	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	136		
15	15	59/2	59/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	137		
15	15	28	28	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	138		
15	15	113/4	113/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	139		
15	15	57/2	57/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	140		
15	15	115/4	115/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	141		
15	15	29	29	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	142		
15	15	117/4	117/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	143		
15	15	59/2	59/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	144		
15	15	119/4	119/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	145		
16	16	30	30	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	146		
16	16	31	31	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	147		
16	16	125/4	125/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	148		
16	16	63/2	63/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	149		
16	16	127/4	127/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	150		
16	16	30	30	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	151		
16	16	121/4	121/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	152		
16	16	61/2	61/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	153		
16	16	123/4	123/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	154		
17	17	32	32	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	155		
17	17	129/4	129/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	156		
17	17	65/2	65/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	157		
17	17	131/4	131/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	158		
17	17	33	33	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	159		
17	17	133/4	133/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	160		
17	17	67/2	67/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	161		
17	17	135/4	135/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	162		
18	18	34	34	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	163		
18	18	137/4	137/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	164		
18	18	69/2	69/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	165		
18	18	139/4	139/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	166		
18	18	35	35	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	167		
18	18	141/4	141/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	168		
18	18	71/2	71/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	169		
18	18	143/4	143/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	170		
18	18	34	34	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	171		
18	18	69/2	69/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	172		
18	18	35	35	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	173		
18	18	71/2	71/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	174		
19	19	36	36	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	175		
19	19	145/4	145/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	176		
19	19	73/2	73/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	177		
19	19	147/4	147/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	178		
19	19	37	37	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	179		
19	19	149/4	149/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	180		
19	19	75/2	75/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	181		
19	19	151/4	151/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	182		
19	19	36	36	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	183		
19	19	73/2	73/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	184		
19	19	37	37	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	185		
19	19	75/2	75/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	186		
20	20	38	38	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	187		
20	20	153/4	153/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	188		
20	20	77/2	77/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	189		
20	20	155/4	155/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	190		
20	20	39	39	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	191		
20	20	38	38	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	192		
20	20	77/2	77/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	193		
20	20	157/4	157/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	194		
20	20	79/2	79/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	195		
20	20	159/4	159/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	196		
21	21	40	40	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	197		
21	21	161/4	161/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	198		
21	21	81/2	81/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	199		
21	21	163/4	163/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	200		
21	21	41	41	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	201		
21	21	165/4	165/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	202		
21	21	83/2	83/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	203		
21	21	167/4	167/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	204		
21	21	40	40	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	205		
21	21	81/2	81/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	206		
21	21	41	41	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	207		
21	21	83/2	83/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	208		
22	22	42	42	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	209		
22	22	169/4	169/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	210		
22	22	85/2	85/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	211		
22	22	171/4	171/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	212		
22	22	43	43	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	213		
22	22	173/4	173/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	214		
22	22	87/2	87/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	215		
22	22	175/4	175/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	216		
22	22	42	42	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	217		
22	22	85/2	85/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	218		
22	22	43	43	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	219		
22	22	87/2	87/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	220		
23	23	44	44	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	221		
23	23	177/4	177/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	222		
23	23	89/2	89/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	223		
23	23	179/4	179/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	224		
23	23	45	45	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	225		
23	23	181/4	181/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	226		
23	23	91/2	91/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	227		
23	23	183/4	183/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	228		
23	23	44	44	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	229		
23	23	89/2	89/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	230		
23	23	91/2	91/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	231		
24	24	46	46	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	232		
24	24	185/4	185/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	233		
24	24	93/2	93/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	234		
24	24	187/4	187/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	235		
24	24	47	47	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	236		
24	24	189/4	189/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	237		
24	24	95/2	95/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	238		
24	24	191/4	191/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	239		
24	24	46	46	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	240		
24	24	93/2	93/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	241		
24	24	47	47	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	242		
24	24	95/2	95/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	243		
25	25	48	48	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	244		
25	25	193/4	193/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	245		
25	25	97/2	97/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	246		
25	25	195/4	195/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	247		
25	25	49	49	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	248		
25	25	197/4	197/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	249		
25	25	99/2	99/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	250		
25	25	199/4	199/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	251		
25	25	48	48	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	252		
25	25	99/2	99/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	253		
26	26	50	50	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	254		
26	26	201/4	201/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	255		
26	26	101/2	101/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	256		
26	26	203/4	203/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	257		
26	26	51	51	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	258		
26	26	205/4	205/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	259		
26	26	103/2	103/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	260		
26	26	207/4	207/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	261		
26	26	50	50	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	262		
26	26	101/2	101/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	263		
26	26	51	51	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	264		
26	26	103/2	103/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	265		
27	27	52	52	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	266		
27	27	209/4	209/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	267		
27	27	105/2	105/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	268		
27	27	211/4	211/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	269		
27	27	53	53	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	270		
27	27	213/4	213/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	271		
27	27	107/2	107/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	272		
27	27	215/4	215/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	273		
27	27	52	52	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	274		
27	27	105/2	105/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	275		
27	27	53	53	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	276		
27	27	107/2	107/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	277		
28	28	54	54	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	278		
28	28	217/4	217/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	279		
28	28	109/2	109/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	280		
28	28	219/4	219/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	281		
28	28	55	55	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	282		
28	28	221/4	221/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	283		
28	28	111/2	111/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	284		
28	28	223/4	223/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	285		
28	28	109/2	109/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	286		
28	28	55	55	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	287		
28	28	111/2	111/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	288		
28	28	54	54	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	289		
28	28	109/2	109/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	290		
29	29	56	56	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	291		
29	29	225/4	225/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	292		
29	29	113/2	113/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	293		
