mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur
3	3	4	4	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	24			
4	4	23/4	23/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	25			
4	4	9/2	9/2	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	26			
4	4	19/4	19/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	27			
4	4	5	5	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	28			
4	4	21/4	21/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	29			
4	4	11/2	11/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	30			
4	4	23/4	23/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	31			
4	4	9/2	9/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	32			
4	4	5	5	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	33			
4	4	11/2	11/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	34			
5	5	6	6	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	35			
5	5	13/2	13/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	36			
5	5	7	7	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	37			
5	5	6	6	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	38			
5	5	6	6	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	39			
5	5	25/4	25/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	40			
5	5	13/2	13/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	41			
5	5	27/4	27/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	42			
5	5	7	7	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	43			
5	5	29/4	29/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	44			
6	6	15/2	15/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	45			
6	6	8	8	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	46			
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	47			
6	6	15/2	15/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	48			
6	6	31/4	31/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	49			
6	6	8	8	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	50			
6	6	33/4	33/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	51			
6	6	17/2	17/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	52			
6	6	35/4	35/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	53			
7	7	9	9	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	54			
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	55			
7	7	10	10	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	56			
7	7	9	9	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	57			
7	7	37/4	37/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	58			
7	7	19/2	19/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	59			
7	7	39/4	39/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	60			
7	7	10	10	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	61			
7	7	41/4	41/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	62			
8	8	21/2	21/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	63			
8	8	11	11	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	64			
8	8	23/2	23/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	65			
8	8	21/2	21/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	66			
8	8	43/4	43/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	67			
8	8	11	11	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	68			
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	69			
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	70			
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	71			
9	9	12	12	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	72			
9	9	49/4	49/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	73			
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	74			
9	9	51/4	51/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	75			
9	9	13	13	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	76			
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	77			
9	9	12	12	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	78			
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	79			
9	9	13	13	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	80			
10	10	27/2	27/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	81			
10	10	55/4	55/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	82			
10	10	14	14	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	83			
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	84			
10	10	29/2	29/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	85			
10	10	59/4	59/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	86			
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	87			
10	10	14	14	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	88			
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	89			
11	11	15	15	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	90			
11	11	61/4	61/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	91			
11	11	31/2	31/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	92			
11	11	63/4	63/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	93			
11	11	16	16	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	94			
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	95			
11	11	15	15	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	96			
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	97			
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	98			
12	12	33/2	33/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	99			
12	12	67/4	67/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	100			
12	12	17	17	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	101			
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	102			
12	12	35/2	35/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	103			
12	12	71/4	71/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	104			
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	105			
12	12	17	17	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	106			
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	107			
13	13	18	18	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	108			
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	109			
13	13	19	19	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	110			
13	13	18	18	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	111			
13	13	73/4	73/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	112			
13	13	37/2	37/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	113			
13	13	75/4	75/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	114			
13	13	19	19	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	115			
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	116			
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	117			
14	14	20	20	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	118			
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	119			
14	14	39/2	39/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	120			
14	14	79/4	79/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	121			
14	14	20	20	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	122			
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	123			
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	124			
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	125			
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	126			
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	127			
15	15	22	22	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	128			
15	15	21	21	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	129			
15	15	85/4	85/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	130			
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	131			
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	132			
15	15	22	22	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	133			
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	134			
16	16	45/2	45/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	135			
16	16	23	23	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	136			
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	137			
16	16	45/2	45/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	138			
16	16	91/4	91/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	139			
16	16	23	23	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	140			
16	16	93/4	93/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	141			
16	16	47/2	47/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	142			
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	143			
17	17	24	24	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	144			
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	145			
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	146			
17	17	24	24	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	147			
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	148			
17	17	49/2	49/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	149			
17	17	99/4	99/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	150			
17	17	25	25	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	151			
17	17	101/4	101/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	152			
18	18	51/2	51/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	153			
18	18	103/4	103/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	154			
18	18	26	26	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	155			
18	18	105/4	105/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	156			
18	18	53/2	53/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	157			
18	18	107/4	107/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	158			
18	18	51/2	51/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	159			
18	18	26	26	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	160			
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	161			
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	162			
19	19	27	27	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	163			
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	164			
19	19	55/2	55/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	165			
19	19	111/4	111/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	166			
19	19	28	28	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	167			
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	168			
19	19	27	27	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	169			
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	170			
19	19	28	28	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	171			
20	20	57/2	57/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	3/2	172			
20	20	57/2	57/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	173			
20	20	57/2	57/2	0.0	0	0	Chord	3/8	1	2	0	appoggiatura	1/32	3/2	174			
20	20	57/2	57/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	175			
20	20	57/2	57/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	176			
21	21	30	30	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	177			
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	178			
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	179			
21	21	30	30	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	180			
21	21	121/4	121/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	181			
21	21	61/2	61/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	182			
21	21	123/4	123/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	183			
21	21	31	31	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	184			
21	21	125/4	125/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	185			
22	22	63/2	63/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	186			0
22	22	253/8	253/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	187			0
22	22	127/4	127/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	188			0
22	22	255/8	255/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	189			0
22	22	32	32	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	190			0
22	22	257/8	257/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32		1/32	1	191			0
22	22	129/4	129/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32		1/32	1	192			0
22	22	259/8	259/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32		1/32	1	193			0
22	22	65/2	65/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	194			0
22	22	261/8	261/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	195			0
22	22	131/4	131/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	196			0
22	22	263/8	263/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	197			
22	22	63/2	63/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	198			
23	23	33	33	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	199			
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	200			
23	23	34	34	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	201			
23	23	33	33	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	202			
23	23	133/4	133/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	203			
23	23	67/2	67/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	204			
23	23	135/4	135/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	205			
23	23	34	34	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	206			
23	23	137/4	137/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	207			
24	24	69/2	69/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	208			1
24	24	277/8	277/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	209			1
24	24	139/4	139/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	210			1
24	24	279/8	279/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	211			1
24	24	35	35	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	212			1
24	24	281/8	281/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32		1/32	1	213			1
24	24	141/4	141/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32		1/32	1	214			1
24	24	283/8	283/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32		1/32	1	215			1
24	24	71/2	71/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	216			1
24	24	285/8	285/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	217			1
24	24	143/4	143/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	218			1
24	24	287/8	287/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	219			
24	24	69/2	69/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	220			
25	25	36	36	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	221			
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	222			
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	223			
25	25	36	36	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	224			
25	25	145/4	145/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	225			
25	25	73/2	73/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	226			
25	25	147/4	147/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	227			
25	25	37	37	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	228			
25	25	149/4	149/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	229			
26	26	75/2	75/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	230			2
26	26	301/8	301/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	231			2
26	26	151/4	151/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	232			2
26	26	303/8	303/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	233			2
26	26	38	38	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	234			2
26	26	305/8	305/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32		1/32	1	235			2
26	26	153/4	153/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32		1/32	1	236			2
26	26	307/8	307/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32		1/32	1	237			2
26	26	77/2	77/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	238			2
26	26	309/8	309/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	239			2
26	26	155/4	155/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	240			2
26	26	311/8	311/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	241			
26	26	75/2	75/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	242			
27	27	39	39	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	243			
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	244			
27	27	40	40	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	245			
27	27	39	39	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	246			
27	27	157/4	157/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	247			
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	248			
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	249			
27	27	40	40	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	250			
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	251			
28	28	81/2	81/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	252			3
28	28	325/8	325/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	253			3
28	28	163/4	163/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	254			3
28	28	327/8	327/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	255			3
28	28	41	41	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	256			3
28	28	329/8	329/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32		1/32	1	257			3
28	28	165/4	165/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32		1/32	1	258			3
28	28	331/8	331/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32		1/32	1	259			
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	260			
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	261			
28	28	81/2	81/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	262			
28	28	41	41	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	263			
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	264			
29	29	42	42	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	265			
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	266			
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	267			
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	268			
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	269			
29	29	43	43	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	270			
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	271			
29	29	42	42	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	272			
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	273			
29	29	43	43	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	274			
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	275			
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	276			
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	277			
30	30	87/2	87/2	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	278			
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	279			
30	30	44	44	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	280			
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	281			
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	282			
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	283			
30	30	87/2	87/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	284			
30	30	44	44	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	285			
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	286			
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	287			
31	31	46	46	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	288			
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	289			
31	31	45	45	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	290			
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	291			
