mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible
42	42	123/2	123/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	293				
42	42	62	62	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	294				
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	295				
43	43	63	63	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	296				
43	43	253/4	253/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	297				
43	43	127/2	127/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	298				
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	299				
43	43	64	64	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	300				
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	301				
43	43	63	63	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	302				
43	43	127/2	127/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	303				
43	43	64	64	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	304				
44	44	129/2	129/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	305				
44	44	259/4	259/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	306				
44	44	65	65	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	307				
44	44	261/4	261/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	308				
44	44	131/2	131/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	309				
44	44	263/4	263/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	310				
44	44	129/2	129/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	311				
44	44	65	65	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	312				
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	313				
45	45	66	66	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	314				
45	45	66	66	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	315				
45	45	265/4	265/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	316				
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	317				
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	318				
45	45	67	67	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	319				
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	320				
45	45	66	66	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	321				
45	45	133/2	133/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	322				
45	45	67	67	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	323				
46	46	135/2	135/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	324				
46	46	271/4	271/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	325				
46	46	68	68	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	326				
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	327				
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	328				
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	329				
46	46	135/2	135/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	330				
46	46	68	68	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	331				
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	332				
47	47	69	69	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	333				
47	47	277/4	277/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	334				
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	335				
47	47	279/4	279/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	336				
47	47	70	70	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	337				
47	47	281/4	281/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	338				
47	47	69	69	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	339				
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	340				
47	47	70	70	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	341				
48	48	141/2	141/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	342				
48	48	283/4	283/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	343				
48	48	71	71	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	344				
48	48	285/4	285/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	345				
48	48	143/2	143/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	346				
48	48	287/4	287/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	347				
48	48	141/2	141/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	348				
48	48	71	71	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	349				
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	350				
49	49	72	72	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	351				
49	49	289/4	289/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	352				
49	49	145/2	145/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	353				
49	49	291/4	291/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	354				
49	49	73	73	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	355				
49	49	293/4	293/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	356				
49	49	72	72	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	357				
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	358				
49	49	73	73	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	359				
50	50	147/2	147/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	360				
50	50	295/4	295/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	361				
50	50	74	74	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	362				
50	50	297/4	297/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	363				
50	50	149/2	149/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	364				
50	50	299/4	299/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	365				
50	50	147/2	147/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	366				
50	50	74	74	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	367				
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	368				
51	51	75	75	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	369				
51	51	301/4	301/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	370				
51	51	151/2	151/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	371				
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	372				
51	51	76	76	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	373				
51	51	305/4	305/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	374				
51	51	75	75	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	375				
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	376				
51	51	76	76	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	377				
52	52	153/2	153/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	378				
52	52	307/4	307/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	379				
52	52	77	77	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	380				
52	52	309/4	309/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	381				
52	52	155/2	155/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	382				
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	383				
52	52	153/2	153/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	384				
52	52	77	77	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	385				
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	386				
53	53	78	78	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	387				
53	53	313/4	313/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	388				
53	53	157/2	157/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	389				
53	53	315/4	315/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	390				
53	53	79	79	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	391				
53	53	317/4	317/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	392				
53	53	78	78	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	393				
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	394				
53	53	79	79	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	395				
54	54	159/2	159/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	396				
54	54	319/4	319/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	397				
54	54	80	80	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	398				
54	54	321/4	321/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	399				
54	54	161/2	161/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	400				
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	401				
54	54	159/2	159/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	402				
54	54	80	80	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	403				
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	404				
55	55	81	81	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	405				
55	55	325/4	325/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	406				
55	55	163/2	163/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	407				
55	55	327/4	327/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	408				
55	55	82	82	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	409				
55	55	329/4	329/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	410				
55	55	81	81	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	411				
55	55	163/2	163/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	412				
55	55	82	82	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	413				
56	56	165/2	165/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	414				
56	56	331/4	331/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	415				
56	56	83	83	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	416				
56	56	333/4	333/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	417				
56	56	167/2	167/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	418				
56	56	335/4	335/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	419				
56	56	165/2	165/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	420				
56	56	83	83	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	421				
56	56	167/2	167/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	422				
57	57	84	84	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	423				
57	57	337/4	337/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	424				
57	57	169/2	169/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	425				
57	57	339/4	339/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	426				
57	57	85	85	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	427				
57	57	341/4	341/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	428				
57	57	84	84	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	429				
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	430				
57	57	85	85	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	431				
58	58	171/2	171/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	432				
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	433				
58	58	86	86	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	434				
58	58	345/4	345/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	435				
58	58	173/2	173/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	436				
58	58	347/4	347/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	437				
58	58	171/2	171/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	438				
58	58	86	86	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	439				
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	440				
59	59	87	87	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	441				
59	59	87	87	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	442				
60	60	177/2	177/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	443				
60	60	89	89	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	444				
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	445				
60	60	177/2	177/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	446				
61	61	90	90	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	447				
61	61	181/2	181/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	448				
61	61	91	91	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	449				
61	61	90	90	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	450				
62	62	183/2	183/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	451				
62	62	92	92	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	452				
62	62	185/2	185/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	453				
62	62	371/4	371/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	454				
62	62	183/2	183/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	455				
63	63	93	93	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	456				
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	457				
63	63	94	94	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	458				
63	63	93	93	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	459				
64	64	189/2	189/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	460				
64	64	379/4	379/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	461				
64	64	95	95	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	462				
64	64	381/4	381/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	463				
64	64	191/2	191/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	464				
64	64	383/4	383/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	465				
64	64	189/2	189/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	466				
64	64	95	95	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	467				
64	64	191/2	191/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	468				
65	65	96	96	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	469				
65	65	385/4	385/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	470				
65	65	193/2	193/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	471				
65	65	387/4	387/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	472				
65	65	97	97	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	473				
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	474				
65	65	96	96	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	475				
65	65	193/2	193/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	476				
65	65	97	97	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	477				
66	66	195/2	195/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	478				
66	66	391/4	391/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	479				
66	66	98	98	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	480				
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	481				
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	482				
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	483				
66	66	195/2	195/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	484				
66	66	98	98	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	485				
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	486				
67	67	99	99	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	487				
67	67	397/4	397/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	488				
67	67	199/2	199/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	489				
67	67	399/4	399/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	490				
67	67	100	100	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	491				
67	67	401/4	401/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	492				
67	67	99	99	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	493				
67	67	199/2	199/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	494				
67	67	100	100	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	495				
68	68	201/2	201/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	496				
68	68	403/4	403/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	497				
68	68	101	101	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	498				
68	68	405/4	405/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	499				
68	68	203/2	203/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	500				
68	68	407/4	407/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	501				
68	68	201/2	201/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	502				
68	68	101	101	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	503				
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	504				
69	69	102	102	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	505				
69	69	409/4	409/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	506				
69	69	205/2	205/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	507				
69	69	411/4	411/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	508				
69	69	103	103	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	509				
69	69	413/4	413/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	510				
69	69	102	102	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	511				
69	69	205/2	205/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	512				
69	69	103	103	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	513				
70	70	207/2	207/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	514				
70	70	415/4	415/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	515				
70	70	104	104	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	516				
70	70	417/4	417/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	517				
70	70	209/2	209/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	518				
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	519				
70	70	207/2	207/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	520				
70	70	104	104	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	521				
70	70	209/2	209/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	522				
71	71	105	105	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	523				
71	71	421/4	421/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	524				
71	71	211/2	211/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	525				
71	71	423/4	423/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	526				
71	71	106	106	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	527				
71	71	425/4	425/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	528				
71	71	105	105	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	529				
71	71	211/2	211/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	530				
71	71	106	106	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	531				
72	72	213/2	213/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	532				
72	72	427/4	427/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	533				
72	72	107	107	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	534				
72	72	429/4	429/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	535				
72	72	215/2	215/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	536				
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	537				
72	72	213/2	213/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	538				
72	72	107	107	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	539				
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	540				
73	73	108	108	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	541				
73	73	433/4	433/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	542				
73	73	217/2	217/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	543				
73	73	435/4	435/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	544				
73	73	109	109	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	545				
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	546				
73	73	108	108	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	547				
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	548				
73	73	109	109	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	549				
74	74	219/2	219/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	550				
74	74	439/4	439/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	551				
74	74	110	110	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	552				
74	74	441/4	441/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	553				
74	74	221/2	221/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	554				
74	74	443/4	443/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	555				
74	74	219/2	219/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	556				
74	74	110	110	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	557				
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	558				
75	75	111	111	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	559				
75	75	445/4	445/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	560				
75	75	223/2	223/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	561				
75	75	447/4	447/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	562				
75	75	112	112	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	563				
75	75	449/4	449/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	564				
75	75	111	111	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	565				
76	76	225/2	225/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	566	ornamentTrill			
76	76	225/2	225/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	567				
76	76	451/4	451/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	568				
76	76	113	113	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	569				
76	76	453/4	453/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	570				
76	76	227/2	227/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	571				
76	76	455/4	455/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	572				
77	77	114	114	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	573				
77	77	457/4	457/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	574				
77	77	229/2	229/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	575				
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	576				
77	77	115	115	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	577				
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	578				
77	77	114	114	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	579				
78	78	231/2	231/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	580	ornamentTrill			
78	78	231/2	231/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	581				
78	78	463/4	463/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	582				
78	78	116	116	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	583				
78	78	465/4	465/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	584				
78	78	233/2	233/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	585				
78	78	467/4	467/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	586				
79	79	117	117	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	587				
79	79	469/4	469/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	588				
79	79	235/2	235/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	589				
