mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible
11	11	31/2	31/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	66	ornamentShortTrill			
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	67				
11	11	15	15	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	68				
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	69				
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	70				
12	12	33/2	33/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	71				
12	12	17	17	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	72	ornamentTrill			
12	12	71/4	71/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	73				
12	12	143/8	143/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	74				
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	75				
12	12	17	17	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	76				
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	77				
13	13	18	18	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	78				
13	13	145/8	145/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	79				
13	13	73/4	73/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	80				
13	13	147/8	147/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	81				
13	13	37/2	37/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	82	ornamentShortTrill			
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	83				
13	13	18	18	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	84				
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	85				
13	13	19	19	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	86				
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	87				
14	14	20	20	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	88	ornamentTrill			
14	14	83/4	83/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	89				
14	14	167/8	167/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	90				
14	14	39/2	39/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	91				
14	14	20	20	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	92				
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	93				
15	15	21	21	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	94				
15	15	169/8	169/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	95				
15	15	85/4	85/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	96				
15	15	171/8	171/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	97				
15	15	43/2	43/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	98	ornamentShortTrill			
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	99				
15	15	21	21	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	100				
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	101				
15	15	22	22	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	102				
16	16	45/2	45/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	103				
16	16	181/8	181/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	104				
16	16	91/4	91/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	105				
16	16	183/8	183/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	106				
16	16	23	23	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	107	ornamentTrill			
16	16	95/4	95/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	108				
16	16	191/8	191/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	109				
16	16	45/2	45/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	110				
16	16	23	23	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	111				
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	112				
17	17	24	24	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	113				
17	17	193/8	193/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	114				
17	17	97/4	97/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	115				
17	17	195/8	195/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	116				
17	17	49/2	49/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	117	ornamentShortTrill			
17	17	101/4	101/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	118				
17	17	24	24	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	119				
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	120				
17	17	25	25	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	121				
18	18	51/2	51/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	122				
18	18	103/4	103/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	123				
18	18	26	26	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	124				
18	18	105/4	105/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	125				
18	18	53/2	53/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	126				
18	18	107/4	107/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	127				
18	18	51/2	51/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	128				
18	18	26	26	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	129				
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	130				
19	19	27	27	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	131				
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	132				
19	19	55/2	55/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	133				
19	19	111/4	111/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	134				
19	19	28	28	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	135				
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	136				
19	19	27	27	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	137				
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	138				
19	19	28	28	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	139				
20	20	57/2	57/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	140	ornamentShortTrill			
20	20	57/2	57/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	141				
21	21	30	30	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	142				
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	143				
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	144				
21	21	30	30	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	145				
21	21	121/4	121/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	146				
21	21	61/2	61/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	147				
21	21	123/4	123/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	148				
21	21	31	31	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	149				
21	21	125/4	125/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	150				
22	22	63/2	63/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	151	ornamentShortTrill			
22	22	32	32	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	152				
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	153				
22	22	63/2	63/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	154				
23	23	33	33	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	155				
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	156				
23	23	34	34	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	157				
23	23	33	33	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	158				
23	23	133/4	133/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	159				
23	23	67/2	67/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	160				
23	23	135/4	135/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	161				
23	23	34	34	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	162				
23	23	137/4	137/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	163				
24	24	69/2	69/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	164	ornamentShortTrill			
24	24	35	35	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	165				
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	166				
24	24	69/2	69/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	167				
25	25	36	36	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	168				
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	169				
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	170				
25	25	36	36	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	171				
25	25	145/4	145/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	172				
25	25	73/2	73/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	173				
25	25	147/4	147/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	174				
25	25	37	37	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	175				
25	25	149/4	149/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	176				
26	26	75/2	75/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	177				
26	26	151/4	151/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	178				
26	26	38	38	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	179				
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	180				
26	26	77/2	77/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	181	ornamentShortTrill			
26	26	155/4	155/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	182				
26	26	75/2	75/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	183				
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	184				
27	27	39	39	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	185				
27	27	157/4	157/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	186				
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	187				
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	188				
27	27	40	40	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	189	ornamentShortTrill			
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	190				
27	27	39	39	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	191				
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	192				
27	27	40	40	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	193				
28	28	81/2	81/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	194				
28	28	81/2	81/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	195				
28	28	81/2	81/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	196				
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	197				
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	198				
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	199				
29	29	42	42	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	200				
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	201				
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	202				
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	203				
29	29	43	43	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	204				
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	205				
30	30	87/2	87/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	206	ornamentShortTrill			
30	30	44	44	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	207				
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	208				
30	30	87/2	87/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	209				
31	31	45	45	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	210				
31	31	91/2	91/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	211				
31	31	46	46	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	212				
31	31	45	45	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	213				
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	214				
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	215				
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	216				
31	31	46	46	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	217				
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	218				
32	32	93/2	93/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	219	ornamentShortTrill			
32	32	47	47	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	220				
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	221				
32	32	93/2	93/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	222				
33	33	48	48	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	223				
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	224				
33	33	49	49	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	225				
33	33	48	48	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	226				
33	33	193/4	193/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	227				
33	33	97/2	97/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	228				
33	33	195/4	195/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	229				
33	33	49	49	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	230				
33	33	197/4	197/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	231				
34	34	99/2	99/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	232				
34	34	199/4	199/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	233				
34	34	50	50	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	234				
34	34	201/4	201/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	235				
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	236	ornamentShortTrill			
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	237				
34	34	99/2	99/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	238				
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	239				
35	35	51	51	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	240				
35	35	205/4	205/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	241				
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	242				
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	243				
35	35	52	52	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	244	ornamentShortTrill			
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	245				
35	35	51	51	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	246				
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	247				
35	35	52	52	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	248				
36	36	105/2	105/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	249				
36	36	105/2	105/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	250				
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	251				
36	36	105/2	105/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	252				
36	36	53	53	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	253				
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	254				
37	37	54	54	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	255	articTenutoAbove			
37	37	109/2	109/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	256				
37	37	219/4	219/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	257				
37	37	55	55	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	258				
37	37	221/4	221/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	259				
37	37	54	54	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	260				
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	261				
37	37	55	55	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	262				
38	38	111/2	111/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	263				
38	38	111/2	111/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	264				
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	265				
38	38	111/2	111/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	266				
38	38	56	56	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	267				
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	268				
39	39	57	57	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	269				
39	39	229/4	229/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	270				
39	39	459/8	459/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	271				
39	39	115/2	115/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	272				
39	39	231/4	231/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	273				
39	39	58	58	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	274				
39	39	233/4	233/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	275				
39	39	57	57	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	276				
39	39	115/2	115/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	277				
39	39	58	58	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	278				
40	40	117/2	117/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	279				
40	40	117/2	117/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	280				
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	281				
40	40	117/2	117/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	282				
40	40	59	59	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	283				
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	284				
41	41	60	60	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	285	articTenutoAbove			
41	41	121/2	121/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	286				
41	41	243/4	243/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	287				
41	41	61	61	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	288				
41	41	245/4	245/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	289				
