mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
27	27	52	52	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	290								
27	27	107/2	107/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	291								
27	27	52	52	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	292								
27	27	209/4	209/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	293								
27	27	105/2	105/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	294								
27	27	211/4	211/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	295								
27	27	53	53	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	296								
27	27	213/4	213/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	297								
27	27	107/2	107/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	298								
27	27	215/4	215/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	299								
27	27	52	52	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	300								
27	27	105/2	105/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	301								
27	27	107/2	107/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	302								
28	28	54	54	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	303								
28	28	111/2	111/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	304								
28	28	54	54	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	305								
28	28	217/4	217/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	306								
28	28	109/2	109/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	307								
28	28	219/4	219/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	308								
28	28	55	55	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	309								
28	28	221/4	221/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	310								
28	28	111/2	111/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	311								
28	28	223/4	223/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	312								
28	28	54	54	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	313								
28	28	109/2	109/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	314								
28	28	111/2	111/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	315								
29	29	56	56	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	316								
29	29	225/4	225/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	317								
29	29	113/2	113/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	318								
29	29	227/4	227/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	319								
29	29	57	57	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	320								
29	29	56	56	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	321								
29	29	113/2	113/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	322								
29	29	57	57	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	323								
29	29	229/4	229/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	324								
29	29	115/2	115/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	325								
29	29	231/4	231/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	326								
29	29	57	57	0.5		1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	327								
29	29	115/2	115/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	328								
30	30	58	58	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	329								
30	30	233/4	233/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	330								
30	30	117/2	117/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	331								
30	30	235/4	235/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	332								
30	30	59	59	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	333								
30	30	237/4	237/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	334								
30	30	119/2	119/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	335								
30	30	239/4	239/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	336								
30	30	58	58	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	337								
31	31	60	60	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	338								
31	31	241/4	241/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	339								
31	31	121/2	121/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	340								
31	31	243/4	243/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	341								
31	31	61	61	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	342								
31	31	245/4	245/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	343								
31	31	123/2	123/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	344								
31	31	247/4	247/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	345								
31	31	60	60	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	346								
32	32	62	62	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	347								
32	32	127/2	127/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	348								
32	32	62	62	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	349								
32	32	249/4	249/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	350								
32	32	125/2	125/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	351								
32	32	251/4	251/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	352								
32	32	63	63	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	353								
32	32	253/4	253/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	354								
32	32	127/2	127/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	355								
32	32	255/4	255/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	356								
32	32	62	62	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	357								
33	33	64	64	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	358								
33	33	129/2	129/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	359								
33	33	65	65	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	360								
33	33	131/2	131/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	361								
33	33	64	64	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	362								
33	33	257/4	257/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	363								
33	33	129/2	129/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	364								
33	33	259/4	259/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	365								
33	33	65	65	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	366								
33	33	261/4	261/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	367								
33	33	131/2	131/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	368								
33	33	263/4	263/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	369								
33	33	64	64	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	370								
34	34	66	66	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	371								
34	34	133/2	133/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	372								
34	34	67	67	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	373								
34	34	135/2	135/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	374								
34	34	66	66	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	375								
34	34	265/4	265/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	376								
34	34	133/2	133/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	377								
34	34	267/4	267/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	378								
34	34	67	67	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	379								
34	34	269/4	269/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	380								
34	34	135/2	135/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	381								
34	34	271/4	271/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	382								
34	34	66	66	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	383								
35	35	68	68	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	384								
35	35	68	68	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	385								
35	35	273/4	273/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	386								
35	35	137/2	137/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	387								
35	35	275/4	275/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	388								
35	35	69	69	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	389								
35	35	277/4	277/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	390								
35	35	139/2	139/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	391								
35	35	279/4	279/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	392								
35	35	68	68	1.0		0	0	Chord	2/4	2	2	1/4	1/4	1	393								
36	36		70	0.25	1	0	0	Chord	2/4	2	1	1/16	1/16	1	394								
36	36		281/4	0.25	1	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	395								
36	36		141/2	0.25	1	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	396								
36	36		283/4	0.25	1	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	397								
36	36		71	0.25	1	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	398								
36	36		285/4	0.25	1	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	399								
36	36		143/2	0.25	1	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	400								
36	36		287/4	0.25	1	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	401								
37	36	70	72	0.25	2	0	0	Chord	2/4	2	1	1/16	1/16	1	402								
37	36	281/4	289/4	0.25	2	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	403								
37	36	141/2	145/2	0.25	2	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	404								
37	36	283/4	291/4	0.25	2	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	405								
37	36	71	73	0.25	2	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	406								
37	36	285/4	293/4	0.25	2	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	407								
37	36	143/2	147/2	0.25	2	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	408								
37	36	287/4	295/4	0.25	2	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	409								
38	37	289/4	297/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	410								
38	37	145/2	149/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	411								
38	37	291/4	299/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	412								
38	37	73	75	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	413								
38	37	293/4	301/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	414								
38	37	147/2	151/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	415								
38	37	295/4	303/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	416								
38	37	72	74	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	417								
39	38	297/4	305/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	418								
39	38	149/2	153/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	419								
39	38	299/4	307/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	420								
39	38	75	77	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	421								
39	38	301/4	309/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	422								
39	38	151/2	155/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	423								
39	38	303/4	311/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	424								
39	38	74	76	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	425								
40	39	305/4	313/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	426								
40	39	153/2	157/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	427								
40	39	307/4	315/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	428								
40	39	77	79	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	429								
40	39	309/4	317/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	430								
40	39	155/2	159/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	431								
40	39	311/4	319/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	432								
40	39	77	79	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	433								
40	39	309/4	317/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	434								
40	39	155/2	159/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	435								
40	39	311/4	319/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	436								
40	39	76	78	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	437								
41	40	78	80	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	438								
41	40	313/4	321/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	439								
41	40	157/2	161/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	440								
41	40	315/4	323/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	441								
41	40	79	81	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	442								
41	40	317/4	325/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	443								
41	40	159/2	163/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	444								
41	40	319/4	327/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	445								
41	40	78	80	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	446								
41	40	313/4	321/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	447								
41	40	157/2	161/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	448								
41	40	315/4	323/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	449								
41	40	79	81	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	450								
41	40	317/4	325/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	451								
41	40	159/2	163/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	452								
41	40	319/4	327/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	453								
42	41	80	82	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	454								
42	41	161/2	165/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	455								
42	41	323/4	331/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	456								
42	41	81	83	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	457								
42	41	325/4	333/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	458								
42	41	163/2	167/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	459								
42	41	327/4	335/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	460								
42	41	163/2	167/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	461								
42	41	80	82	1.5		0	0	Chord	2/4	2	1	3/8	1/4	3/2	462								
43	42	82	84	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	463								
43	42	329/4	337/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	464								
43	42	165/2	169/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	465								
43	42	331/4	339/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	466								
43	42	83	85	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	467								
43	42	333/4	341/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	468								
43	42	167/2	171/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	469								
43	42	335/4	343/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	470								
43	42	82	84	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	471								
43	42	165/2	169/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	472								
43	42	83	85	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	473								
43	42	167/2	171/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	474								
44	43	84	86	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	475								
44	43	337/4	345/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	476								
44	43	169/2	173/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	477								
44	43	339/4	347/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	478								
44	43	85	87	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	479								
44	43	341/4	349/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	480								
44	43	171/2	175/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	481								
44	43	343/4	351/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	482								
44	43	84	86	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	483								
44	43	169/2	173/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	484								
44	43	85	87	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	485								
44	43	171/2	175/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	486								
45	44	86	88	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	487								
45	44	345/4	353/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	488								
45	44	173/2	177/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	489								
45	44	347/4	355/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	490								
45	44	87	89	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	491								
45	44	349/4	357/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	492								
45	44	175/2	179/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	493								
45	44	351/4	359/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	494								
45	44	86	88	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	495								
45	44	173/2	177/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	496								
45	44	87	89	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	497								
45	44	175/2	179/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	498								
46	45	88	90	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	499								
46	45	353/4	361/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	500								
46	45	177/2	181/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	501								
46	45	355/4	363/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	502								
46	45	89	91	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	503								
46	45	357/4	365/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	504								
46	45	179/2	183/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	505								
46	45	359/4	367/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	506								
46	45	88	90	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	507								
46	45	177/2	181/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	508								
46	45	89	91	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	509								
46	45	179/2	183/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	510								
47	46	90	92	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	511								
47	46	361/4	369/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	512								
47	46	181/2	185/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	513								
47	46	363/4	371/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	514								
47	46	91	93	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	515								
47	46	365/4	373/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	516								
47	46	183/2	187/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	517								
47	46	367/4	375/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	518								
47	46	90	92	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	519								
47	46	181/2	185/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	520								
47	46	91	93	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	521								
47	46	183/2	187/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	522								
48	47	92	94	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	523								
48	47	369/4	377/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	524								
48	47	185/2	189/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	525								
48	47	371/4	379/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	526								
48	47	93	95	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	527								
48	47	373/4	381/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	528								
48	47	187/2	191/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	529								
48	47	375/4	383/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	530								
48	47	92	94	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	531								
48	47	185/2	189/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	532								
48	47	93	95	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	533								
48	47	187/2	191/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	534								
49	48	94	96	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	535								
49	48	377/4	385/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	536								
49	48	189/2	193/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	537								
49	48	379/4	387/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	538								
49	48	95	97	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	539								
49	48	381/4	389/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	540								
49	48	191/2	195/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	541								
49	48	383/4	391/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	542								
49	48	94	96	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	543								
49	48	189/2	193/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	544								
49	48	95	97	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	545								
49	48	191/2	195/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	546								
50	49	96	98	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	547								
50	49	385/4	393/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	548								
50	49	193/2	197/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	549								
50	49	387/4	395/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	550								
50	49	97	99	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	551								
50	49	389/4	397/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	552								
50	49	195/2	199/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	553								
50	49	391/4	399/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	554								
50	49	96	98	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	555								
50	49	193/2	197/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	556								
50	49	97	99	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	557								
50	49	195/2	199/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	558								
51	50	98	100	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	559								
51	50	393/4	401/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	560								
51	50	197/2	201/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	561								
51	50	395/4	403/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	562								
51	50	99	101	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	563								
51	50	397/4	405/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	564								
51	50	199/2	203/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	565								
51	50	399/4	407/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	566								
51	50	98	100	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	567								
51	50	197/2	201/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	568								
51	50	99	101	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	569								
51	50	199/2	203/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	570								
52	51	201/2	205/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	571								
52	51	403/4	411/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	572								
52	51	101	103	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	573								
52	51	405/4	413/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	574								
52	51	203/2	207/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	575								
52	51	407/4	415/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	576								
52	51	100	102	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	577	ornamentTrill							
52	51	201/2	205/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	578								
52	51	101	103	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	579								
52	51	203/2	207/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	580								
52	51	100	102	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	581								
53	52	102	104	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	582								
53	52	205/2	209/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	583								
53	52	411/4	419/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	584								
