mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	3/8	0.375	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
11	11	1/2	0.5	4/4	2	1		V65		d	III		V65	V		65						Mm7	1	0	5, 2, -1, 1		1	5
11	11	3/4	0.75	4/4	2	1		I(9)		d	III		I(9)	I			9					M	1	0	0, 4, 1	2	0	0
11	11	7/8	0.875	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
12	12	0	0.0	4/4	2	1		V(4)		d	III		V(4)	V			4					M	1	0	1, 0, 2		1	1
12	12	1/4	0.25	4/4	2	1		V7		d	III		V7	V		7						Mm7	1	0	1, 5, 2, -1		1	1
12	12	3/8	0.375	4/4	2	1		V(64)		d	III		V(64)	V			64					M	1	0	1, 0, 4		1	1
12	12	1/2	0.5	4/4	2	1		V43		d	III		V43	V		43						Mm7	1	0	2, -1, 1, 5		1	2
12	12	3/4	0.75	4/4	2	1		I(4)		d	III		I(4)	I			4					M	1	0	0, -1, 1		0	0
12	12	7/8	0.875	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
13	13	0	0.0	4/4	2	1		V(4)		d	III		V(4)	V			4					M	1	0	1, 0, 2		1	1
13	13	1/8	0.125	4/4	2	1		V		d	III		V	V								M	1	0	1, 5, 2		1	1
13	13	3/8	0.375	4/4	2	1		V65		d	III		V65	V		65						Mm7	1	0	5, 2, -1, 1		1	5
13	13	1/2	0.5	4/4	2	1		i(4)|DC}{		d	III		i(4)	i			4			DC	}{	m	1	0	0, -1, 1		0	0
13	13	3/4	0.75	4/4	2	1		i		d	III		i	i								m	1	0	0, -3, 1		0	0
14	14	0	0.0	4/4	2	1		V/IV		d	III		V/IV	V				IV				M	1	0	0, 4, 1		0	0
14	14	1/4	0.25	4/4	2	1		V(64)/IV		d	III		V(64)/IV	V			64	IV				M	1	0	0, -1, 3		0	0
14	14	3/8	0.375	4/4	2	1		V7/IV		d	III		V7/IV	V		7		IV				Mm7	1	0	0, 4, 1, -2		0	0
14	14	1/2	0.5	4/4	2	1		V7/v		d	III		V7/v	V		7		v				Mm7	1	0	2, 6, 3, 0		2	2
14	14	5/8	0.625	4/4	2	1		V(64)/v		d	III		V(64)/v	V			64	v				M	1	0	2, 1, -2		2	2
14	14	3/4	0.75	4/4	2	1		V7/v		d	III		V7/v	V		7		v				Mm7	1	0	2, 6, 3, 0		2	2
14	14	7/8	0.875	4/4	2	1		V(94)/v		d	III		V(94)/v	V			94	v				M	1	0	2, 1, 3	-3	2	2
15	15	0	0.0	4/4	2	1		V6/v		d	III		V6/v	V		6		v				M	1	0	6, 3, 2		2	6
15	15	1/8	0.125	4/4	2	1		V/v		d	III		V/v	V				v				M	1	0	2, 6, 3		2	2
15	15	1/4	0.25	4/4	2	1		i/v		d	III		i/v	i				v				m	1	0	1, -2, 2		1	1
15	15	3/8	0.375	4/4	2	1		#viio6/v		d	III		#viio6/v	#vii	o	6		v				o	1	0	3, 0, 6		6	3
15	15	1/2	0.5	4/4	2	1		V6/iv/v		d	III		V6/iv/v	V		6		iv/v				M	1	0	5, 2, 1		1	5
15	15	5/8	0.625	4/4	2	1		V/iv/v		d	III		V/iv/v	V				iv/v				M	1	0	1, 5, 2		1	1
15	15	3/4	0.75	4/4	2	1		iv/v		d	III		iv/v	iv				v				m	1	0	0, -3, 1		0	0
15	15	7/8	0.875	4/4	2	1		#viio6/iv/v		d	III		#viio6/iv/v	#vii	o	6		iv/v				o	1	0	2, -1, 5		5	2
16	16	0	0.0	4/4	2	1		iv6/v		d	III		iv6/v	iv		6		v				m	1	0	-3, 1, 0		0	-3
16	16	1/8	0.125	4/4	2	1		iio64/v		d	III		iio64/v	ii	o	64		v				o	1	0	-3, 3, 0		3	-3
16	16	1/4	0.25	4/4	2	1		V(64)/v		d	III		V(64)/v	V			64	v				M	1	0	2, 1, -2		2	2
16	16	3/8	0.375	4/4	2	1		V2/v		d	III		V2/v	V		2		v				Mm7	1	0	0, 2, 6, 3		2	0
16	16	1/2	0.5	4/4	2	1		V6/iv/v		d	III		V6/iv/v	V		6		iv/v				M	1	0	5, 2, 1		1	5
16	16	5/8	0.625	4/4	2	1		V/iv/v		d	III		V/iv/v	V				iv/v				M	1	0	1, 5, 2		1	1
16	16	3/4	0.75	4/4	2	1		iv/v		d	III		iv/v	iv				v				m	1	0	0, -3, 1		0	0
16	16	7/8	0.875	4/4	2	1		#viio6/iv/v		d	III		#viio6/iv/v	#vii	o	6		iv/v				o	1	0	2, -1, 5		5	2
17	17	0	0.0	4/4	2	1		iv6/v		d	III		iv6/v	iv		6		v				m	1	0	-3, 1, 0		0	-3
17	17	1/8	0.125	4/4	2	1		iio64/v		d	III		iio64/v	ii	o	64		v				o	1	0	-3, 3, 0		3	-3
17	17	1/4	0.25	4/4	2	1		V(64)/v		d	III		V(64)/v	V			64	v				M	1	0	2, 1, -2		2	2
17	17	3/8	0.375	4/4	2	1		V2/v		d	III		V2/v	V		2		v				Mm7	1	0	0, 2, 6, 3		2	0
17	17	1/2	0.5	4/4	2	1		V6		d	III		V6	V		6						M	1	0	5, 2, 1		1	5
17	17	5/8	0.625	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
17	17	3/4	0.75	4/4	2	1		viio6		d	III		viio6	vii	o	6						o	1	0	2, -1, 5		5	2
18	18	0	0.0	4/4	2	1		I6		d	III		I6	I		6						M	1	0	4, 1, 0		0	4
18	18	1/4	0.25	4/4	2	1		IV(9)		d	III		IV(9)	IV			9					M	1	0	-1, 3, 0	1	-1	-1
18	18	3/8	0.375	4/4	2	1		ii6		d	III		ii6	ii		6						m	1	0	-1, 3, 2		2	-1
18	18	1/2	0.5	4/4	2	1		V7		d	III		V7	V		7						Mm7	1	0	1, 5, 2, -1		1	1
18	18	5/8	0.625	4/4	2	1		V(64)		d	III		V(64)	V			64					M	1	0	1, 0, 4		1	1
18	18	3/4	0.75	4/4	2	1		V7		d	III		V7	V		7						Mm7	1	0	1, 5, 2, -1		1	1
19	19	0	0.0	4/4	2	1		vi7(112)		d	III		vi7(112)	vi		7	112					mm7	1	0	5, 0, 4, 1	2	3	5
19	19	1/8	0.125	4/4	2	1		IV6		d	III		IV6	IV		6						M	1	0	3, 0, -1		-1	3
19	19	1/4	0.25	4/4	2	1		V6(2)		d	III		V6(2)	V		6	2					M	1	0	5, 2, 3		1	5
19	19	3/8	0.375	4/4	2	1		V65		d	III		V65	V		65						Mm7	1	0	5, 2, -1, 1		1	5
19	19	1/2	0.5	4/4	2	1		I(9)		d	III		I(9)	I			9					M	1	0	0, 4, 1	2	0	0
19	19	5/8	0.625	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
19	19	3/4	0.75	4/4	2	1		IVM7		d	III		IVM7	IV	M	7						MM7	1	0	-1, 3, 0, 4		-1	-1
19	19	7/8	0.875	4/4	2	1		IV		d	III		IV	IV								M	1	0	-1, 3, 0		-1	-1
20	20	0	0.0	4/4	2	1		V2}{		d	III		V2	V		2					}{	Mm7	1	0	-1, 1, 5, 2		1	-1
20	20	1/8	0.125	4/4	2	1		I6		d	III		I6	I		6						M	1	0	4, 1, 0		0	4
20	20	1/4	0.25	4/4	2	1		V64		d	III		V64	V		64						M	1	0	2, 1, 5		1	2
20	20	3/8	0.375	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
20	20	1/2	0.5	4/4	2	1		V65		d	III		V65	V		65						Mm7	1	0	5, 2, -1, 1		1	5
20	20	3/4	0.75	4/4	2	1		I(9)		d	III		I(9)	I			9					M	1	0	0, 4, 1	2	0	0
20	20	7/8	0.875	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
21	21	0	0.0	4/4	2	1		V		d	III		V	V								M	1	0	1, 5, 2		1	1
21	21	1/8	0.125	4/4	2	1		IV6(2)		d	III		IV6(2)	IV		6	2					M	1	0	3, 0, 1		-1	3
21	21	1/4	0.25	4/4	2	1		V65(9)		d	III		V65(9)	V		65	9					Mm7	1	0	5, 2, -1, 1	3	1	5
21	21	3/8	0.375	4/4	2	1		V65		d	III		V65	V		65						Mm7	1	0	5, 2, -1, 1		1	5
21	21	1/2	0.5	4/4	2	1		I(9)		d	III		I(9)	I			9					M	1	0	0, 4, 1	2	0	0
21	21	5/8	0.625	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
21	21	3/4	0.75	4/4	2	1		V(4)		d	III		V(4)	V			4					M	1	0	1, 0, 2		1	1
21	21	7/8	0.875	4/4	2	1		V		d	III		V	V								M	1	0	1, 5, 2		1	1
22	22	0	0.0	4/4	2	1		I|PAC}{		d	III		I	I						PAC	}{	M	1	0	0, 4, 1		0	0
22	22	3/8	0.375	4/4	2	1		viio		d	III		viio	vii	o							o	1	0	5, 2, -1		5	5
22	22	1/2	0.5	4/4	2	1		I(4)		d	III		I(4)	I			4					M	1	0	0, -1, 1		0	0
22	22	5/8	0.625	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
22	22	3/4	0.75	4/4	2	1		V(4)		d	III		V(4)	V			4					M	1	0	1, 0, 2		1	1
22	22	7/8	0.875	4/4	2	1		V7		d	III		V7	V		7						Mm7	1	0	1, 5, 2, -1		1	1
23	23	0	0.0	4/4	2	1		I[V43		d	III	I	V43	V		43						Mm7	1	0	2, -1, 1, 5		1	2
23	23	1/8	0.125	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
23	23	3/8	0.375	4/4	2	1		viio64		d	III		viio64	vii	o	64						o	1	0	-1, 5, 2		5	-1
23	23	1/2	0.5	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
23	23	7/8	0.875	4/4	2	1		V7		d	III		V7	V		7						Mm7	1	0	1, 5, 2, -1		1	1
24	24	0	0.0	4/4	2	1	1	I(9)}		d	III		I(9)	I			9				}	M	1	0	0, 4, 1	2	0	0
24	24	1/8	0.125	4/4	2	1	1	I		d	III		I	I								M	1	0	0, 4, 1		0	0
24	24	3/8	0.375	4/4	2	1	1	V7		d	III		V7	V		7						Mm7	1	0	1, 5, 2, -1		1	1
24	24	1/2	0.5	4/4	2	1	1	I]		d	III		I	I					]			M	1	0	0, 4, 1		0	0
25	24	0	0.0	4/4	2	1	2	I[I(9)		d	III	I	I(9)	I			9					M	1	0	0, 4, 1	2	0	0
25	24	1/8	0.125	4/4	2	1	2	I		d	III		I	I								M	1	0	0, 4, 1		0	0
25	24	3/8	0.375	4/4	2	1	2	V7		d	III		V7	V		7						Mm7	1	0	1, 5, 2, -1		1	1
25	24	1/2	0.5	4/4	2	1	2	I]}{		d	III		I	I					]		}{	M	1	0	0, 4, 1		0	0
25	24	3/4	0.75	4/4	2	1	2	viio64/V		d	III		viio64/V	vii	o	64		V				o	1	0	0, 6, 3		6	0
25	24	7/8	0.875	4/4	2	1	2	V6		d	III		V6	V		6						M	1	0	5, 2, 1		1	5
26	25	0	0.0	4/4	2	1		vi		d	III		vi	vi								m	1	0	3, 0, 4		3	3
26	25	1/8	0.125	4/4	2	1		IV/vi		d	III		IV/vi	IV				vi				M	1	0	2, 6, 3		2	2
26	25	1/4	0.25	4/4	2	1		#viio64/vi		d	III		#viio64/vi	#vii	o	64		vi				o	1	0	2, 8, 5		8	2
26	25	3/8	0.375	4/4	2	1		i6/vi		d	III		i6/vi	i		6		vi				m	1	0	0, 4, 3		3	0
26	25	1/2	0.5	4/4	2	1		iio/vi		d	III		iio/vi	ii	o			vi				o	1	0	5, 2, -1		5	5
26	25	3/4	0.75	4/4	2	1		V(64)/vi		d	III		V(64)/vi	V			64	vi				M	1	0	4, 3, 0		4	4
26	25	7/8	0.875	4/4	2	1		V/vi		d	III		V/vi	V				vi				M	1	0	4, 8, 5		4	4
27	26	0	0.0	4/4	2	1		V/ii}{		d	III		V/ii	V				ii			}{	M	1	0	3, 7, 4		3	3
27	26	1/8	0.125	4/4	2	1		i6/ii		d	III		i6/ii	i		6		ii				m	1	0	-1, 3, 2		2	-1
27	26	1/4	0.25	4/4	2	1		#viio6/ii		d	III		#viio6/ii	#vii	o	6		ii				o	1	0	4, 1, 7		7	4
27	26	3/8	0.375	4/4	2	1		i/ii		d	III		i/ii	i				ii				m	1	0	2, -1, 3		2	2
27	26	1/2	0.5	4/4	2	1		V6/ii		d	III		V6/ii	V		6		ii				M	1	0	7, 4, 3		3	7
27	26	5/8	0.625	4/4	2	1		i/ii		d	III		i/ii	i				ii				m	1	0	2, -1, 3		2	2
27	26	3/4	0.75	4/4	2	1		v6/ii		d	III		v6/ii	v		6		ii				m	1	0	0, 4, 3		3	0
27	26	7/8	0.875	4/4	2	1		iv6/ii		d	III		iv6/ii	iv		6		ii				m	1	0	-2, 2, 1		1	-2
28	27	0	0.0	4/4	2	1		V/ii		d	III		V/ii	V				ii				M	1	0	3, 7, 4		3	3
28	27	1/8	0.125	4/4	2	1		V7(9)/ii		d	III		V7(9)/ii	V		7	9	ii				Mm7	1	0	3, 7, 4, 1	-2	3	3
28	27	1/4	0.25	4/4	2	1		V(64)/ii		d	III		V(64)/ii	V			64	ii				M	1	0	3, 2, -1		3	3
28	27	3/8	0.375	4/4	2	1		V7/ii		d	III		V7/ii	V		7		ii				Mm7	1	0	3, 7, 4, 1		3	3
28	27	1/2	0.5	4/4	2	1		i(4)/ii		d	III		i(4)/ii	i			4	ii				m	1	0	2, 1, 3		2	2
28	27	5/8	0.625	4/4	2	1		i6/ii		d	III		i6/ii	i		6		ii				m	1	0	-1, 3, 2		2	-1
28	27	7/8	0.875	4/4	2	1		viio/V		d	III		viio/V	vii	o			V				o	1	0	6, 3, 0		6	6
29	28	0	0.0	4/4	2	1		V}{		d	III		V	V							}{	M	1	0	1, 5, 2		1	1
29	28	1/8	0.125	4/4	2	1		I6		d	III		I6	I		6						M	1	0	4, 1, 0		0	4
29	28	1/4	0.25	4/4	2	1		viio6		d	III		viio6	vii	o	6						o	1	0	2, -1, 5		5	2
29	28	3/8	0.375	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
29	28	1/2	0.5	4/4	2	1		V6		d	III		V6	V		6						M	1	0	5, 2, 1		1	5
29	28	5/8	0.625	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
29	28	3/4	0.75	4/4	2	1		V6		d	III		V6	V		6						M	1	0	5, 2, 1		1	5
29	28	7/8	0.875	4/4	2	1		viio6/V		d	III		viio6/V	vii	o	6		V				o	1	0	3, 0, 6		6	3
30	29	0	0.0	4/4	2	1		V		d	III		V	V								M	1	0	1, 5, 2		1	1
30	29	1/8	0.125	4/4	2	1		V7(9)		d	III		V7(9)	V		7	9					Mm7	1	0	1, 5, 2, -1	3	1	1
30	29	1/4	0.25	4/4	2	1		V(64)		d	III		V(64)	V			64					M	1	0	1, 0, 4		1	1
30	29	3/8	0.375	4/4	2	1		V7		d	III		V7	V		7						Mm7	1	0	1, 5, 2, -1		1	1
30	29	1/2	0.5	4/4	2	1		I(94)		d	III		I(94)	I			94					M	1	0	0, -1, 1	2	0	0
30	29	5/8	0.625	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
30	29	3/4	0.75	4/4	2	1		V(64)		d	III		V(64)	V			64					M	1	0	1, 0, 4		1	1
31	30	0	0.0	4/4	2	1		V|HC}{		d	III		V	V						HC	}{	M	1	0	1, 5, 2		1	1
31	30	1/4	0.25	4/4	2	1		ii(4)		d	III		ii(4)	ii			4					m	1	0	2, 1, 3		2	2
31	30	3/8	0.375	4/4	2	1		ii		d	III		ii	ii								m	1	0	2, -1, 3		2	2
31	30	1/2	0.5	4/4	2	1		vi(6)		d	III		vi(6)	vi			6					m	1	0	3, 0, -1		3	3
31	30	3/4	0.75	4/4	2	1		vi		d	III		vi	vi								m	1	0	3, 0, 4		3	3
32	31	0	0.0	4/4	2	1		iii(4)		d	III		iii(4)	iii			4					m	1	0	4, 3, 5		4	4
32	31	1/8	0.125	4/4	2	1		iii		d	III		iii	iii								m	1	0	4, 1, 5		4	4
32	31	1/4	0.25	4/4	2	1		V(64)/iii		d	III		V(64)/iii	V			64	iii				M	1	0	5, 4, 1		5	5
32	31	1/2	0.5	4/4	2	1		V/iii		d	III		V/iii	V				iii				M	1	0	5, 9, 6		5	5
32	31	5/8	0.625	4/4	2	1		V(64)/iii		d	III		V(64)/iii	V			64	iii				M	1	0	5, 4, 1		5	5
32	31	3/4	0.75	4/4	2	1		#viio6/iii		d	III		#viio6/iii	#vii	o	6		iii				o	1	0	6, 3, 9		9	6
32	31	7/8	0.875	4/4	2	1		i/iii		d	III		i/iii	i				iii				m	1	0	4, 1, 5		4	4
33	32	0	0.0	4/4	2	1		V6/iii		d	III		V6/iii	V		6		iii				M	1	0	9, 6, 5		5	9
33	32	1/8	0.125	4/4	2	1		i/iii		d	III		i/iii	i				iii				m	1	0	4, 1, 5		4	4
33	32	1/4	0.25	4/4	2	1		v6/iii		d	III		v6/iii	v		6		iii				m	1	0	2, 6, 5		5	2
33	32	3/8	0.375	4/4	2	1		iv6/iii		d	III		iv6/iii	iv		6		iii				m	1	0	0, 4, 3		3	0
33	32	1/2	0.5	4/4	2	1		V/iii		d	III		V/iii	V				iii				M	1	0	5, 9, 6		5	5
33	32	5/8	0.625	4/4	2	1		V7(9)/iii		d	III		V7(9)/iii	V		7	9	iii				Mm7	1	0	5, 9, 6, 3	0	5	5
33	32	3/4	0.75	4/4	2	1		V(64)/iii		d	III		V(64)/iii	V			64	iii				M	1	0	5, 4, 1		5	5
33	32	7/8	0.875	4/4	2	1		V7/iii		d	III		V7/iii	V		7		iii				Mm7	1	0	5, 9, 6, 3		5	5
34	33	0	0.0	4/4	2	1		V(4)/vi		d	III		V(4)/vi	V			4	vi				M	1	0	4, 3, 5		4	4
34	33	1/8	0.125	4/4	2	1		V		d	III		V	V								M	1	0	1, 5, 2		1	1
34	33	3/8	0.375	4/4	2	1		IV6/vi		d	III		IV6/vi	IV		6		vi				M	1	0	6, 3, 2		2	6
34	33	1/2	0.5	4/4	2	1		V65/vi		d	III		V65/vi	V		65		vi				Mm7	1	0	8, 5, 2, 4		4	8
34	33	5/8	0.625	4/4	2	1		i/vi		d	III		i/vi	i				vi				m	1	0	3, 0, 4		3	3
34	33	3/4	0.75	4/4	2	1		ii%7/vi		d	III		ii%7/vi	ii	%	7		vi				%7	1	0	5, 2, -1, 3		5	5
34	33	7/8	0.875	4/4	2	1		V/vi		d	III		V/vi	V				vi				M	1	0	4, 8, 5		4	4
35	34	0	0.0	4/4	2	1		iv6(2)/vi		d	III		iv6(2)/vi	iv		6	2	vi				m	1	0	-1, 3, 4		2	-1
35	34	1/4	0.25	4/4	2	1		iv6/vi		d	III		iv6/vi	iv		6		vi				m	1	0	-1, 3, 2		2	-1
35	34	3/8	0.375	4/4	2	1		i/v		d	III		i/v	i				v				m	1	0	1, -2, 2		1	1
35	34	1/2	0.5	4/4	2	1		ii(64)/v		d	III		ii(64)/v	ii			64	v				m	1	0	3, 2, -1		3	3
35	34	5/8	0.625	4/4	2	1		ii/v		d	III		ii/v	ii				v				m	1	0	3, 0, 4		3	3
35	34	7/8	0.875	4/4	2	1		ii2/v		d	III		ii2/v	ii		2		v				mm7	1	0	1, 3, 0, 4		3	1
36	35	0	0.0	4/4	2	1		#viio/v		d	III		#viio/v	#vii	o			v				o	1	0	6, 3, 0		6	6
