mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	40	40	2.0	0	0	2/2	2	1		ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
11	11	42	42	2.0	1/2	1/2	2/2	2	1		V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	44	44	1.0	0	0	2/2	2	1		I(^2)}		C	I		I(^2)	I			^2			}	M	0	0	0, 2, 1		0	0
12	12	45	45	1.0	1/4	1/4	2/2	2	1		I(#2)		C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
12	12	46	46	2.0	1/2	1/2	2/2	2	1		I|IAC		C	I		I	I					IAC		M	0	0	0, 4, 1		0	0
12	12	47	47	0.0	3/4	3/4	2/2	2	1		{		C	I									{		0	0				
13	13	48	48	2.0	0	0	2/2	2	1		V.I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	50	50	1.0	1/2	1/2	2/2	2	1		I6(#4)		C	V		I6(#4)	I		6	#4				M	0	0	4, 6, 0		0	4
13	13	51	51	1.0	3/4	3/4	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	52	52	2.0	0	0	2/2	2	1		viio6(2)		C	V		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
14	14	54	54	1.0	1/2	1/2	2/2	2	1		viio6(^4)		C	V		viio6(^4)	vii	o	6	^4				o	0	0	2, 4, 5		5	2
14	14	55	55	1.0	3/4	3/4	2/2	2	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
15	15	56	56	2.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
15	15	58	58	1.0	1/2	1/2	2/2	2	1		I(#2)		C	V		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
15	15	59	59	1.0	3/4	3/4	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
16	16	60	60	1.0	0	0	2/2	2	1		IV(#2)	ii6(#4)	C	V		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1
16	16	61	61	3.0	1/4	1/4	2/2	2	1		IV	ii6	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	64	64	3.0	0	0	2/2	2	1		V|HC}		C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
17	17	67	67	1.0	3/4	3/4	2/2	2	1		I{		C	V		I	I						{	M	0	0	0, 4, 1		0	0
18	18	68	68	3.0	0	0	2/2	2	1		V65		C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
18	18	71	71	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
19	19	72	72	4.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
20	20	76	76	3.0	0	0	2/2	2	1		V65		C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
20	20	79	79	4.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
21	21	83	83	1.0	3/4	3/4	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	84	84	2.0	0	0	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
22	22	86	86	1.0	1/2	1/2	2/2	2	1		V(4)		C	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
22	22	87	87	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
23	23	88	88	1.0	0	0	2/2	2	1		I(^2)}		C	V		I(^2)	I			^2			}	M	0	0	0, 2, 1		0	0
23	23	89	89	2.0	1/4	1/4	2/2	2	1		I|PAC		C	V		I	I					PAC		M	0	0	0, 4, 1		0	0
23	23	91	91	1.0	3/4	3/4	2/2	2	1		i/i{		C	V		i/i	i				i		{	m	0	0	0, -3, 1		0	0
24	24	92	92	3.0	0	0	2/2	2	1		V65/i		C	V		V65/i	V		65		i			Mm7	0	0	5, 2, -1, 1		1	5
24	24	95	95	1.0	3/4	3/4	2/2	2	1		V/i		C	V		V/i	V				i			M	0	0	1, 5, 2		1	1
25	25	96	96	4.0	0	0	2/2	2	1		i/i		C	V		i/i	i				i			m	0	0	0, -3, 1		0	0
26	26	100	100	3.0	0	0	2/2	2	1		V65/i		C	V		V65/i	V		65		i			Mm7	0	0	5, 2, -1, 1		1	5
26	26	103	103	1.0	3/4	3/4	2/2	2	1		V/i		C	V		V/i	V				i			M	0	0	1, 5, 2		1	1
27	27	104	104	3.0	0	0	2/2	2	1		i/i		C	V		i/i	i				i			m	0	0	0, -3, 1		0	0
27	27	107	107	1.0	3/4	3/4	2/2	2	1		i6/i		C	V		i6/i	i		6		i			m	0	0	-3, 1, 0		0	-3
28	28	108	108	1.0	0	0	2/2	2	1		iv/i		C	V		iv/i	iv				i			m	0	0	-1, -4, 0		-1	-1
28	28	109	109	1.0	1/4	1/4	2/2	2	1		iio6/i		C	V		iio6/i	ii	o	6		i			o	0	0	-1, -4, 2		2	-1
28	28	110	110	1.0	1/2	1/2	2/2	2	1		V(4)/i		C	V		V(4)/i	V			4	i			M	0	0	1, 0, 2		1	1
28	28	111	111	1.0	3/4	3/4	2/2	2	1		V/i		C	V		V/i	V				i			M	0	0	1, 5, 2		1	1
29	29	112	112	2.0	0	0	2/2	2	1		I|PAC}{		C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
29	29	114	114	2.0	1/2	1/2	2/2	2	1		IV6		C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
30	30	116	116	2.0	0	0	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	118	118	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	120	120	2.0	0	0	2/2	2	1		I6(+7)		C	V		I6(+7)	I		6	+7				M	0	0	4, 1, 0	5	0	4
31	31	122	122	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
32	32	124	124	3.0	0	0	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	127	127	1.0	3/4	3/4	2/2	2	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
33	33	128	128	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
33	33	129	129	1.0	1/4	1/4	2/2	2	1		ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
33	33	130	130	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
33	33	131	131	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
34	34	132	132	2.0	0	0	2/2	2	1		I|PAC}{		C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
34	34	134	134	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
35	35	136	136	2.0	0	0	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
35	35	138	138	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
36	36	140	140	2.0	0	0	2/2	2	1		I6(+7)		C	V		I6(+7)	I		6	+7				M	0	0	4, 1, 0	5	0	4
36	36	142	142	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
37	37	144	144	3.0	0	0	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	147	147	1.0	3/4	3/4	2/2	2	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
38	38	148	148	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
38	38	149	149	1.0	1/4	1/4	2/2	2	1		ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
38	38	150	150	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
38	38	151	151	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
39	39	152	152	5.0	0	0	2/2	2	1		I|PAC}		C	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
40	40	157	157	1.0	1/4	1/4	2/2	2	1		IV{		C	V		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
40	40	158	158	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
40	40	159	159	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
41	41	160	160	5.0	0	0	2/2	2	1		i|DC		C	V		i	i					DC		m	0	0	0, -3, 1		0	0
42	42	165	165	1.0	1/4	1/4	2/2	2	1		iv/i		C	V		iv/i	iv				i			m	0	0	-1, -4, 0		-1	-1
42	42	166	166	1.0	1/2	1/2	2/2	2	1		V(64)/i		C	V		V(64)/i	V			64	i			M	0	0	1, 0, -3		1	1
42	42	167	167	1.0	3/4	3/4	2/2	2	1		V/i		C	V		V/i	V				i			M	0	0	1, 5, 2		1	1
43	43	168	168	5.0	0	0	2/2	2	1		I/i|DC}		C	V		I/i	I				i	DC	}	M	0	0	0, 4, 1		0	0
44	44	173	173	1.0	1/4	1/4	2/2	2	1		IV{		C	V		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
44	44	174	174	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
44	44	175	175	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
45	45	176	176	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
45	45	177	177	1.0	1/4	1/4	2/2	2	1		ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
45	45	178	178	1.0	1/2	1/2	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
45	45	179	179	1.0	3/4	3/4	2/2	2	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
46	46	180	180	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
46	46	181	181	1.0	1/4	1/4	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
46	46	182	182	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
46	46	183	183	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
47	47	184	184	1.0	0	0	2/2	2	1		I|PAC		C	V		I	I					PAC		M	0	0	0, 4, 1		0	0
47	47	185	185	1.0	1/4	1/4	2/2	2	1		ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
47	47	186	186	1.0	1/2	1/2	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
47	47	187	187	1.0	3/4	3/4	2/2	2	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
48	48	188	188	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
48	48	189	189	1.0	1/4	1/4	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
48	48	190	190	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
48	48	191	191	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
49	49		192		0	0	2/2	2	1	1	I|PAC}		C	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
51	49	192	200	7.0	0	0	2/2	2	1	2	V.I|PAC}{		C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
52	50	199	207	1.0	3/4	3/4	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
53	51	200	208	2.0	0	0	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
53	51	202	210	1.0	1/2	1/2	2/2	2	1		V(4)		C	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
53	51	203	211	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
54	52	204	212	1.0	0	0	2/2	2	1		I(^7)		C	V		I(^7)	I			^7				M	0	0	0, 4, 1	5	0	0
54	52	205	213	1.0	1/4	1/4	2/2	2	1		I|PAC		C	V		I	I					PAC		M	0	0	0, 4, 1		0	0
54	52	206	214	2.0	1/2	1/2	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
55	53	208	216	2.0	0	0	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
55	53	210	218	1.0	1/2	1/2	2/2	2	1		V(4)		C	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
55	53	211	219	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
56	54	212	220	3.0	0	0	2/2	2	1		I|PAC}{		C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
56	54	215	223	1.0	3/4	3/4	2/2	2	1		iii.iv64/iv		C	iii		iv64/iv	iv		64		iv			m	0	1	-1, -2, -5		-2	-1
57	55	216	224	3.0	0	0	2/2	2	1		V65/iv		C	iii		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
57	55	219	227	1.0	3/4	3/4	2/2	2	1		iv64/iv		C	iii		iv64/iv	iv		64		iv			m	0	1	-1, -2, -5		-2	-1
58	56	220	228	4.0	0	0	2/2	2	1		V65/iv		C	iii		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
59	57	224	232	2.0	0	0	2/2	2	1		i/iv	iv	C	iii		i/iv	i				iv			m	0	1	-1, -4, 0		-1	-1
59	57	226	234	2.0	1/2	1/2	2/2	2	1		#viio43		C	iii		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
60	58	228	236	1.0	0	0	2/2	2	1		i6(4)		C	iii		i6(4)	i		6	4				m	0	1	-1, 1, 0		0	-1
60	58	229	237	3.0	1/4	1/4	2/2	2	1		i6		C	iii		i6	i		6					m	0	1	-3, 1, 0		0	-3
61	59	232	240	1.0	0	0	2/2	2	1		iio(2)		C	iii		iio(2)	ii	o		2				o	0	1	-3, -1, -4		2	-3
61	59	233	241	1.0	1/4	1/4	2/2	2	1		iio		C	iii		iio	ii	o						o	0	1	2, -1, -4		2	2
61	59	234	242	2.0	1/2	1/2	2/2	2	1		#viio65		C	iii		#viio65	#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
62	60	236	244	1.0	0	0	2/2	2	1		i(2)		C	iii		i(2)	i			2				m	0	1	2, -3, 1		0	2
62	60	237	245	3.0	1/4	1/4	2/2	2	1		i		C	iii		i	i							m	0	1	0, -3, 1		0	0
63	61	240	248	4.0	0	0	2/2	2	1		iv		C	iii		iv	iv							m	0	1	-1, -4, 0		-1	-1
64	62	244	252	3.0	0	0	2/2	2	1		V|HC}		C	iii		V	V					HC	}	M	0	1	1, 5, 2		1	1
64	62	247	255	1.0	3/4	3/4	2/2	2	1		i{		C	iii		i	i						{	m	0	1	0, -3, 1		0	0
65	63	248	256	3.0	0	0	2/2	2	1		V65		C	iii		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
65	63	251	259	1.0	3/4	3/4	2/2	2	1		V		C	iii		V	V							M	0	1	1, 5, 2		1	1
66	64	252	260	4.0	0	0	2/2	2	1		i		C	iii		i	i							m	0	1	0, -3, 1		0	0
67	65	256	264	3.0	0	0	2/2	2	1		V65		C	iii		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
67	65	259	267	1.0	3/4	3/4	2/2	2	1		V		C	iii		V	V							M	0	1	1, 5, 2		1	1
68	66	260	268	3.0	0	0	2/2	2	1		i}		C	iii		i	i						}	m	0	1	0, -3, 1		0	0
68	66	263	271	1.0	3/4	3/4	2/2	2	1		vi.i{		C	vi		i	i						{	m	0	1	0, -3, 1		0	0
69	67	264	272	3.0	0	0	2/2	2	1		V65		C	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
69	67	267	275	1.0	3/4	3/4	2/2	2	1		V		C	vi		V	V							M	0	1	1, 5, 2		1	1
70	68	268	276	4.0	0	0	2/2	2	1		i		C	vi		i	i							m	0	1	0, -3, 1		0	0
71	69	272	280	3.0	0	0	2/2	2	1		V65		C	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
71	69	275	283	1.0	3/4	3/4	2/2	2	1		V		C	vi		V	V							M	0	1	1, 5, 2		1	1
72	70	276	284	2.0	0	0	2/2	2	1		i		C	vi		i	i							m	0	1	0, -3, 1		0	0
72	70	278	286	1.0	1/2	1/2	2/2	2	1		i(#7)		C	vi		i(#7)	i			#7				m	0	1	0, -3, 1	5	0	0
72	70	279	287	1.0	3/4	3/4	2/2	2	1		i		C	vi		i	i							m	0	1	0, -3, 1		0	0
73	71	280	288	4.0	0	0	2/2	2	1		I.IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
74	72	284	292	2.0	0	0	2/2	2	1		iii6(2)		C	I		iii6(2)	iii		6	2				m	0	0	1, 5, -1		4	1
74	72	286	294	1.0	1/2	1/2	2/2	2	1		iii6(#92)		C	I		iii6(#92)	iii		6	#92				m	0	0	1, 5, -1	6	4	1
74	72	287	295	1.0	3/4	3/4	2/2	2	1		iii6(2)		C	I		iii6(2)	iii		6	2				m	0	0	1, 5, -1		4	1
75	73	288	296	4.0	0	0	2/2	2	1		iii6		C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
76	74	292	300	2.0	0	0	2/2	2	1		ii6(2)		C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
76	74	294	302	1.0	1/2	1/2	2/2	2	1		ii6(^92)		C	I		ii6(^92)	ii		6	^92				m	0	0	-1, 3, 4	4	2	-1
76	74	295	303	1.0	3/4	3/4	2/2	2	1		ii6(2)		C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
77	75	296	304	4.0	0	0	2/2	2	1		ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
78	76	300	308	2.0	0	0	2/2	2	1		I6(2)		C	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
78	76	302	310	1.0	1/2	1/2	2/2	2	1		I6(#92)		C	I		I6(#92)	I		6	#92				M	0	0	4, 1, 2	9	0	4
78	76	303	311	1.0	3/4	3/4	2/2	2	1		I6(2)		C	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
79	77	304	312	4.0	0	0	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
80	78	308	316	8.0	0	0	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
82	80	316	324	2.0	0	0	2/2	2	1		V[V}{		C	I	V	V	V						}{	M	0	0	1, 5, 2		1	1
82	80	318	326	2.0	1/2	1/2	2/2	2	1		I		C	I	V	I	I							M	0	0	0, 4, 1		0	0
83	81	320	328	2.0	0	0	2/2	2	1		V		C	I	V	V	V							M	0	0	1, 5, 2		1	1
83	81	322	330	2.0	1/2	1/2	2/2	2	1		I		C	I	V	I	I							M	0	0	0, 4, 1		0	0
84	82	324	332	2.0	0	0	2/2	2	1		V		C	I	V	V	V							M	0	0	1, 5, 2		1	1
84	82	326	334	2.0	1/2	1/2	2/2	2	1		I		C	I	V	I	I							M	0	0	0, 4, 1		0	0
85	83	328	336	2.0	0	0	2/2	2	1		V		C	I	V	V	V							M	0	0	1, 5, 2		1	1
85	83	330	338	2.0	1/2	1/2	2/2	2	1		I		C	I	V	I	I							M	0	0	0, 4, 1		0	0
86	84	332	340	8.0	0	0	2/2	2	1		V		C	I	V	V	V							M	0	0	1, 5, 2		1	1
88	86	340	348	3.0	0	0	2/2	2	1		V]|HC}		C	I	V	V	V					HC	}	M	0	0	1, 5, 2		1	1
88	86	343	351	1.0	3/4	3/4	2/2	2	1		I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
89	87	344	352	3.0	0	0	2/2	2	1		V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
89	87	347	355	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
90	88	348	356	4.0	0	0	2/2	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
91	89	352	360	3.0	0	0	2/2	2	1		V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
91	89	355	363	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
92	90	356	364	3.0	0	0	2/2	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
92	90	359	367	1.0	3/4	3/4	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
93	91	360	368	2.0	0	0	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
93	91	362	370	1.0	1/2	1/2	2/2	2	1		V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
93	91	363	371	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
94	92	364	372	1.0	0	0	2/2	2	1		I(^7)}		C	I		I(^7)	I			^7			}	M	0	0	0, 4, 1	5	0	0
94	92	365	373	2.0	1/4	1/4	2/2	2	1		I|PAC		C	I		I	I					PAC		M	0	0	0, 4, 1		0	0
94	92	367	375	1.0	3/4	3/4	2/2	2	1		i.i{		C	i		i	i						{	m	0	1	0, -3, 1		0	0
95	93	368	376	3.0	0	0	2/2	2	1		V65		C	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
95	93	371	379	1.0	3/4	3/4	2/2	2	1		V		C	i		V	V							M	0	1	1, 5, 2		1	1
96	94	372	380	4.0	0	0	2/2	2	1		i		C	i		i	i							m	0	1	0, -3, 1		0	0
97	95	376	384	3.0	0	0	2/2	2	1		V65		C	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
97	95	379	387	1.0	3/4	3/4	2/2	2	1		V		C	i		V	V							M	0	1	1, 5, 2		1	1
98	96	380	388	3.0	0	0	2/2	2	1		i		C	i		i	i							m	0	1	0, -3, 1		0	0
98	96	383	391	1.0	3/4	3/4	2/2	2	1		i6		C	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
99	97	384	392	1.0	0	0	2/2	2	1		iv		C	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
99	97	385	393	1.0	1/4	1/4	2/2	2	1		iio6		C	i		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
99	97	386	394	1.0	1/2	1/2	2/2	2	1		V(64)		C	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
99	97	387	395	1.0	3/4	3/4	2/2	2	1		V		C	i		V	V							M	0	1	1, 5, 2		1	1
100	98	388	396	2.0	0	0	2/2	2	1		I|PAC}{		C	i		I	I					PAC	}{	M	0	1	0, 4, 1		0	0
100	98	390	398	2.0	1/2	1/2	2/2	2	1		I.IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
101	99	392	400	2.0	0	0	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
101	99	394	402	2.0	1/2	1/2	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
102	100	396	404	2.0	0	0	2/2	2	1		I6(+7)		C	I		I6(+7)	I		6	+7				M	0	0	4, 1, 0	5	0	4
102	100	398	406	2.0	1/2	1/2	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
103	101	400	408	3.0	0	0	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
103	101	403	411	1.0	3/4	3/4	2/2	2	1		viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
