mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
54	54	212	1.0	0	0	4/4	2	1	V[V|HC}{		Bb	I	V	V	V						HC	}{	M	0	0	1, 5, 2		1	1
54	54	213	0.5	1/4	1/4	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
54	54	427/2	0.5	3/8	3/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
54	54	214	0.5	1/2	1/2	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
54	54	429/2	0.5	5/8	5/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
54	54	215	0.5	3/4	3/4	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
54	54	431/2	0.5	7/8	7/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
55	55	216	1.0	0	0	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
55	55	217	0.5	1/4	1/4	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
55	55	435/2	0.5	3/8	3/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
55	55	218	0.5	1/2	1/2	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
55	55	437/2	0.5	5/8	5/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
55	55	219	0.5	3/4	3/4	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
55	55	439/2	0.5	7/8	7/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
56	56	220	1.0	0	0	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
56	56	221	0.5	1/4	1/4	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
56	56	443/2	0.5	3/8	3/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
56	56	222	0.5	1/2	1/2	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
56	56	445/2	0.5	5/8	5/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
56	56	223	0.5	3/4	3/4	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
56	56	447/2	0.5	7/8	7/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
57	57	224	2.0	0	0	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
57	57	226	1.5	1/2	1/2	4/4	2	1	iv6		Bb	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
57	57	455/2	0.5	7/8	7/8	4/4	2	1	#viio6/iv		Bb	I		#viio6/iv	#vii	o	6		iv				o	0	0	1, -2, 4		4	1
58	58	228	1.5	0	0	4/4	2	1	iv6		Bb	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
58	58	459/2	0.5	3/8	3/8	4/4	2	1	#viio/iv		Bb	I		#viio/iv	#vii	o			iv				o	0	0	4, 1, -2		4	4
58	58	230	1.5	1/2	1/2	4/4	2	1	iv6		Bb	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
58	58	463/2	0.5	7/8	7/8	4/4	2	1	#viio6/iv		Bb	I		#viio6/iv	#vii	o	6		iv				o	0	0	1, -2, 4		4	1
59	59	232	2.0	0	0	4/4	2	1	iv6		Bb	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
59	59	234	0.5	1/2	1/2	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
59	59	469/2	0.5	5/8	5/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
59	59	235	0.5	3/4	3/4	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
59	59	471/2	0.5	7/8	7/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
60	60	236	0.5	0	0	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
60	60	473/2	0.5	1/8	1/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
60	60	237	0.5	1/4	1/4	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
60	60	475/2	0.5	3/8	3/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
60	60	238	0.5	1/2	1/2	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
60	60	477/2	0.5	5/8	5/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
60	60	239	0.5	3/4	3/4	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
60	60	479/2	0.5	7/8	7/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
61	61	240	0.5	0	0	4/4	2	1	V7}		Bb	I		V7	V		7					}	Mm7	0	0	1, 5, 2, -1		1	1
61	61	481/2	0.5	1/8	1/8	4/4	2	1	V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
61	61	241	3.0	1/4	1/4	4/4	2	1	V|HC		Bb	I		V	V						HC		M	0	0	1, 5, 2		1	1
62	62	244	1.0	0	0	4/4	2	1	V7{		Bb	I		V7	V		7					{	Mm7	0	0	1, 5, 2, -1		1	1
62	62	245	1.0	1/4	1/4	4/4	2	1	V65	viio	Bb	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
62	62	246	1.0	1/2	1/2	4/4	2	1	I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
62	62	247	1.0	3/4	3/4	4/4	2	1	ii65		Bb	I		ii65	ii		65						mm7	0	0	-1, 3, 0, 2		2	-1
63	63	248	1.0	0	0	4/4	2	1	V(64)		Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
63	63	249	1.0	1/4	1/4	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
63	63	250	1.0	1/2	1/2	4/4	2	1	I|PAC}{		Bb	I		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
63	63	251	1.0	3/4	3/4	4/4	2	1	vi6		Bb	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
64	64	252	1.0	0	0	4/4	2	1	V6		Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
64	64	253	1.0	1/4	1/4	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
64	64	254	1.0	1/2	1/2	4/4	2	1	I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
64	64	255	1.0	3/4	3/4	4/4	2	1	#viio6/ii		Bb	I		#viio6/ii	#vii	o	6		ii				o	0	0	4, 1, 7		7	4
65	65	256	1.0	0	0	4/4	2	1	IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
65	65	257	1.0	1/4	1/4	4/4	2	1	V6/V		Bb	I		V6/V	V		6		V				M	0	0	6, 3, 2		2	6
65	65	258	1.0	1/2	1/2	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
65	65	259	1.0	3/4	3/4	4/4	2	1	I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
66	66	260	0.5	0	0	4/4	2	1	V(64)		Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
66	66	521/2	0.5	1/8	1/8	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
66	66	261	0.5	1/4	1/4	4/4	2	1	V(64)		Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
66	66	523/2	0.5	3/8	3/8	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
66	66	262	1.0	1/2	1/2	4/4	2	1	I|PAC}{		Bb	I		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
66	66	263	1.0	3/4	3/4	4/4	2	1	vi6		Bb	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
67	67	264	1.0	0	0	4/4	2	1	V6		Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
67	67	265	1.0	1/4	1/4	4/4	2	1	V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
67	67	266	1.0	1/2	1/2	4/4	2	1	I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
67	67	267	1.0	3/4	3/4	4/4	2	1	#viio6/ii		Bb	I		#viio6/ii	#vii	o	6		ii				o	0	0	4, 1, 7		7	4
68	68	268	1.0	0	0	4/4	2	1	IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
68	68	269	1.0	1/4	1/4	4/4	2	1	V6/V		Bb	I		V6/V	V		6		V				M	0	0	6, 3, 2		2	6
68	68	270	1.0	1/2	1/2	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
68	68	271	0.5	3/4	3/4	4/4	2	1	I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
68	68	543/2	0.5	7/8	7/8	4/4	2	1	IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
69	69	272	1.0	0	0	4/4	2	1	V(64)		Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
69	69	273	1.0	1/4	1/4	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
69	69	274	2.0	1/2	1/2	4/4	2	1	I|PAC}{		Bb	I		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
70	70	276	2.0	0	0	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
70	70	278	2.0	1/2	1/2	4/4	2	1	I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
71	71	280	2.0	0	0	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
71	71	282	2.0	1/2	1/2	4/4	2	1	I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
72	72	284	2.0	0	0	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
72	72	286	2.0	1/2	1/2	4/4	2	1	I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
73	73	288	2.0	0	0	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
73	73	290	1.0	1/2	1/2	4/4	2	1	I|PAC}{		Bb	I		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
73	73	291	1.0	3/4	3/4	4/4	2	1	IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
74	74	292	1.5	0	0	4/4	2	1	V(4)		Bb	I		V(4)	V			4					M	0	0	1, 0, 2		1	1
74	74	587/2	0.5	3/8	3/8	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
74	74	294	1.0	1/2	1/2	4/4	2	1	I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
74	74	295	1.0	3/4	3/4	4/4	2	1	IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
75	75	296	1.5	0	0	4/4	2	1	V(4)		Bb	I		V(4)	V			4					M	0	0	1, 0, 2		1	1
75	75	595/2	0.5	3/8	3/8	4/4	2	1	V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
75	75	298	2.0	1/2	1/2	4/4	2	1	I|PAC}		Bb	I		I	I						PAC	}	M	0	0	0, 4, 1		0	0
