mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
17	17	1/4	1/4	4/4	2	1		i6		c	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
17	17	1/2	1/2	4/4	2	1		#viio6		c	i		#viio6	#vii	o	6						o	1	1	2, -1, 5		5	2
17	17	3/4	3/4	4/4	2	1		i		c	i		i	i								m	1	1	0, -3, 1		0	0
18	18	0	0	4/4	2	1		V		c	i		V	V								M	1	1	1, 5, 2		1	1
18	18	1/4	1/4	4/4	2	1		i		c	i		i	i								m	1	1	0, -3, 1		0	0
18	18	1/2	1/2	4/4	2	1		V|HC}		c	i		V	V						HC	}	M	1	1	1, 5, 2		1	1
18	18	7/8	7/8	4/4	2	1		{		c	i										{		1	1				
19	19	0	0	4/4	2	1		iv6	iio64	c	i		iv6	iv		6						m	1	1	-4, 0, -1		-1	-4
19	19	1/4	1/4	4/4	2	1		i64		c	i		i64	i		64						m	1	1	1, 0, -3		0	1
19	19	1/2	1/2	4/4	2	1		#viio64		c	i		#viio64	#vii	o	64						o	1	1	-1, 5, 2		5	-1
19	19	3/4	3/4	4/4	2	1		i6		c	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
20	20	0	0	4/4	2	1		V43		c	i		V43	V		43						Mm7	1	1	2, -1, 1, 5		1	2
20	20	1/4	1/4	4/4	2	1		i		c	i		i	i								m	1	1	0, -3, 1		0	0
20	20	1/2	1/2	4/4	2	1		V|HC}		c	i		V	V						HC	}	M	1	1	1, 5, 2		1	1
21	21	0	0	4/4	2	1		V[iio6{	V[iv{	c	i	V	iio6	ii	o	6					{	o	1	1	-1, -4, 2		2	-1
21	21	1/4	1/4	4/4	2	1		i6		c	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
21	21	1/2	1/2	4/4	2	1		V7		c	i		V7	V		7						Mm7	1	1	1, 5, 2, -1		1	1
21	21	3/4	3/4	4/4	2	1		V(64)		c	i		V(64)	V			64					M	1	1	1, 0, -3		1	1
22	22	0	0	4/4	2	1		iio6	iv	c	i		iio6	ii	o	6						o	1	1	-1, -4, 2		2	-1
22	22	1/4	1/4	4/4	2	1		i6		c	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
22	22	1/2	1/2	4/4	2	1		V7		c	i		V7	V		7						Mm7	1	1	1, 5, 2, -1		1	1
22	22	3/4	3/4	4/4	2	1		i		c	i		i	i								m	1	1	0, -3, 1		0	0
22	22	7/8	7/8	4/4	2	1		VI		c	i		VI	VI								M	1	1	-4, 0, -3		-4	-4
23	23	0	0	4/4	2	1		iv6		c	i		iv6	iv		6						m	1	1	-4, 0, -1		-1	-4
23	23	1/4	1/4	4/4	2	1		iio6		c	i		iio6	ii	o	6						o	1	1	-1, -4, 2		2	-1
23	23	1/2	1/2	4/4	2	1		#viio6		c	i		#viio6	#vii	o	6						o	1	1	2, -1, 5		5	2
23	23	3/4	3/4	4/4	2	1		V65		c	i		V65	V		65						Mm7	1	1	5, 2, -1, 1		1	5
24	24	0	0	4/4	2	1		i|IAC}{		c	i		i	i						IAC	}{	m	1	1	0, -3, 1		0	0
24	24	3/8	3/8	4/4	2	1		iv		c	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
24	24	1/2	1/2	4/4	2	1		V(64)		c	i		V(64)	V			64					M	1	1	1, 0, -3		1	1
24	24	3/4	3/4	4/4	2	1		#viio64		c	i		#viio64	#vii	o	64						o	1	1	-1, 5, 2		5	-1
25	25	0	0	4/4	2	1		i6		c	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
25	25	3/8	3/8	4/4	2	1		iio6		c	i		iio6	ii	o	6						o	1	1	-1, -4, 2		2	-1
25	25	1/2	1/2	4/4	2	1		V(64)		c	i		V(64)	V			64					M	1	1	1, 0, -3		1	1
25	25	3/4	3/4	4/4	2	1		#viio64		c	i		#viio64	#vii	o	64						o	1	1	-1, 5, 2		5	-1
26	26	0	0	4/4	2	1		i6		c	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
26	26	3/8	3/8	4/4	2	1		iio6		c	i		iio6	ii	o	6						o	1	1	-1, -4, 2		2	-1
26	26	1/2	1/2	4/4	2	1		V(64)		c	i		V(64)	V			64					M	1	1	1, 0, -3		1	1
26	26	3/4	3/4	4/4	2	1		V		c	i		V	V								M	1	1	1, 5, 2		1	1
27	27	0	0	4/4	2	1		i|PAC}		c	i		i	i						PAC	}	m	1	1	0, -3, 1		0	0
