mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
5	5	1/2	1/2	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
6	6	0	0	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
6	6	1/2	1/2	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
7	7	0	0	4/4	2	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
7	7	3/8	3/8	4/4	2	1		viio6		Bb	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
7	7	1/2	1/2	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
8	8	0	0	4/4	2	1		ii		Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
8	8	1/4	1/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
8	8	1/2	1/2	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
8	8	3/4	3/4	4/4	2	1		ii6		Bb	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
9	9	0	0	4/4	2	1		V|HC}{		Bb	I		V	V						HC	}{	M	0	0	1, 5, 2		1	1
9	9	1/4	1/4	4/4	2	1		V.viio6(6)		Bb	V		viio6(6)	vii	o	6	6					o	0	0	2, 1, 5		5	2
9	9	3/8	3/8	4/4	2	1		viio6		Bb	V		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
9	9	1/2	1/2	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
9	9	3/4	3/4	4/4	2	1		viio6(6)		Bb	V		viio6(6)	vii	o	6	6					o	0	0	2, 1, 5		5	2
9	9	7/8	7/8	4/4	2	1		viio6		Bb	V		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
10	10	0	0	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
10	10	1/4	1/4	4/4	2	1		IV(^2)		Bb	V		IV(^2)	IV			^2					M	0	0	-1, 1, 0		-1	-1
10	10	3/8	3/8	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
10	10	1/2	1/2	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
10	10	3/4	3/4	4/4	2	1		IV(^2)		Bb	V		IV(^2)	IV			^2					M	0	0	-1, 1, 0		-1	-1
10	10	7/8	7/8	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
11	11	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
11	11	1/4	1/4	4/4	2	1		viio6(^4)/V		Bb	V		viio6(^4)/V	vii	o	6	^4	V				o	0	0	3, 5, 6		6	3
11	11	3/8	3/8	4/4	2	1		viio6/V		Bb	V		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
11	11	1/2	1/2	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
11	11	3/4	3/4	4/4	2	1		viio6(^4)/V		Bb	V		viio6(^4)/V	vii	o	6	^4	V				o	0	0	3, 5, 6		6	3
11	11	7/8	7/8	4/4	2	1		viio6/V		Bb	V		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
12	12	0	0	4/4	2	1		V[V|HC}{		Bb	V	V	V	V						HC	}{	M	0	0	1, 5, 2		1	1
12	12	1/2	1/2	4/4	2	1		i		Bb	V		i	i								m	0	0	0, -3, 1		0	0
13	13	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
13	13	1/2	1/2	4/4	2	1		i		Bb	V		i	i								m	0	0	0, -3, 1		0	0
14	14	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
14	14	1/2	1/2	4/4	2	1		i		Bb	V		i	i								m	0	0	0, -3, 1		0	0
15	15	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
15	15	3/8	3/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
15	15	1/2	1/2	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
15	15	5/8	5/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
15	15	3/4	3/4	4/4	2	1		V7		Bb	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
15	15	7/8	7/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
16	16	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
16	16	3/8	3/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
16	16	1/2	1/2	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
16	16	5/8	5/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
16	16	3/4	3/4	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
16	16	7/8	7/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
17	17	0	0	4/4	2	1		V]		Bb	V		V	V					]			M	0	0	1, 5, 2		1	1
17	17	3/8	3/8	4/4	2	1		#viio65/iv		Bb	V		#viio65/iv	#vii	o	65		iv				o7	0	0	1, -2, -5, 4		4	1
17	17	1/2	1/2	4/4	2	1		iv6		Bb	V		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
17	17	7/8	7/8	4/4	2	1		#viio6/iv		Bb	V		#viio6/iv	#vii	o	6		iv				o	0	0	1, -2, 4		4	1
18	18	0	0	4/4	2	1		iv6		Bb	V		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
18	18	3/8	3/8	4/4	2	1		#viio6/iv		Bb	V		#viio6/iv	#vii	o	6		iv				o	0	0	1, -2, 4		4	1
18	18	1/2	1/2	4/4	2	1		iv6		Bb	V		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
19	19	1/4	1/4	4/4	2	1		viio		Bb	V		viio	vii	o							o	0	0	5, 2, -1		5	5
19	19	3/8	3/8	4/4	2	1		i		Bb	V		i	i								m	0	0	0, -3, 1		0	0
19	19	1/2	1/2	4/4	2	1		V[V7		Bb	V	V	V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
19	19	5/8	5/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
19	19	3/4	3/4	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
19	19	7/8	7/8	4/4	2	1		iio/V		Bb	V		iio/V	ii	o			V				o	0	0	3, 0, -3		3	3
20	20	0	0	4/4	2	1		V7		Bb	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
20	20	1/8	1/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
20	20	1/4	1/4	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
20	20	3/8	3/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
20	20	1/2	1/2	4/4	2	1		V7		Bb	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
20	20	5/8	5/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
20	20	3/4	3/4	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
20	20	7/8	7/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
21	21	0	0	4/4	2	1		V7}		Bb	V		V7	V		7					}	Mm7	0	0	1, 5, 2, -1		1	1
21	21	1/8	1/8	4/4	2	1		V(64)/i		Bb	V		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
21	21	1/4	1/4	4/4	2	1		V]|HC		Bb	V		V	V					]	HC		M	0	0	1, 5, 2		1	1
22	22	0	0	4/4	2	1		V7{		Bb	V		V7	V		7					{	Mm7	0	0	1, 5, 2, -1		1	1
22	22	1/4	1/4	4/4	2	1		V65	viio	Bb	V		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
22	22	1/2	1/2	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
22	22	3/4	3/4	4/4	2	1		ii6	IV	Bb	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
23	23	0	0	4/4	2	1		V(64)		Bb	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
23	23	1/4	1/4	4/4	2	1		V7		Bb	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
23	23	1/2	1/2	4/4	2	1		I|PAC}{		Bb	V		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
23	23	3/4	3/4	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
24	24	0	0	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
24	24	1/4	1/4	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
24	24	1/2	1/2	4/4	2	1		ii	viio6	Bb	V		ii	ii								m	0	0	2, -1, 3		2	2
24	24	3/4	3/4	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
25	25	0	0	4/4	2	1		ii6		Bb	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
25	25	1/4	1/4	4/4	2	1		IV6	vi	Bb	V		IV6	IV		6						M	0	0	3, 0, -1		-1	3
25	25	1/2	1/2	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
25	25	3/4	3/4	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
26	26	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
26	26	1/8	1/8	4/4	2	1		V7		Bb	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
26	26	1/4	1/4	4/4	2	1		V(64)		Bb	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
26	26	3/8	3/8	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
26	26	1/2	1/2	4/4	2	1		I|IAC}{		Bb	V		I	I						IAC	}{	M	0	0	0, 4, 1		0	0
26	26	3/4	3/4	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
27	27	0	0	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
27	27	1/4	1/4	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
27	27	1/2	1/2	4/4	2	1		ii	viio6	Bb	V		ii	ii								m	0	0	2, -1, 3		2	2
27	27	3/4	3/4	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
28	28	0	0	4/4	2	1		ii6		Bb	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
28	28	1/4	1/4	4/4	2	1		IV6	vi	Bb	V		IV6	IV		6						M	0	0	3, 0, -1		-1	3
28	28	1/2	1/2	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
28	28	3/4	3/4	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
28	28	7/8	7/8	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
29	29	0	0	4/4	2	1		V(64)		Bb	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
29	29	1/4	1/4	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
29	29	1/2	1/2	4/4	2	1		I|PAC}{		Bb	V		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
30	30	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
30	30	1/2	1/2	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
31	31	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
31	31	1/2	1/2	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
32	32	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
32	32	1/2	1/2	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
33	33	0	0	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
33	33	1/2	1/2	4/4	2	1		I|PAC}{		Bb	V		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
33	33	3/4	3/4	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
34	34	0	0	4/4	2	1		V(64)		Bb	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
34	34	1/4	1/4	4/4	2	1		V7(4)		Bb	V		V7(4)	V		7	4					Mm7	0	0	1, 0, 2, -1		1	1
34	34	3/8	3/8	4/4	2	1		V7		Bb	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
34	34	1/2	1/2	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
34	34	3/4	3/4	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
35	35	0	0	4/4	2	1		V(4)		Bb	V		V(4)	V			4					M	0	0	1, 0, 2		1	1
35	35	3/8	3/8	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
35	35	1/2	1/2	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
35	35	3/4	3/4	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
36	36	0	0	4/4	2	1		V(4)		Bb	V		V(4)	V			4					M	0	0	1, 0, 2		1	1
36	36	3/8	3/8	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
36	36	1/2	1/2	4/4	2	1		I|PAC}		Bb	V		I	I						PAC	}	M	0	0	0, 4, 1		0	0
37	37	0	0	4/4	2	1		{		Bb	V										{		0	0				
37	37	1/2	1/2	4/4	2	1		V6		Bb	V		V6	V		6						M	0	0	5, 2, 1		1	5
37	37	3/4	3/4	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
38	38	0	0	4/4	2	1		vi		Bb	V		vi	vi								m	0	0	3, 0, 4		3	3
38	38	3/8	3/8	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
38	38	1/2	1/2	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
38	38	3/4	3/4	4/4	2	1		V(64)		Bb	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
38	38	7/8	7/8	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
39	39	0	0	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
39	39	3/8	3/8	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
39	39	1/2	1/2	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
39	39	3/4	3/4	4/4	2	1		V(64)		Bb	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
39	39	7/8	7/8	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
40	40	0	0	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
40	40	3/8	3/8	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
40	40	1/2	1/2	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
40	40	3/4	3/4	4/4	2	1		V(64)		Bb	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
40	40	7/8	7/8	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
41	41	0	0	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
41	41	3/8	3/8	4/4	2	1		I6		Bb	V		I6	I		6						M	0	0	4, 1, 0		0	4
41	41	1/2	1/2	4/4	2	1		IV		Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
41	41	3/4	3/4	4/4	2	1		V(64)		Bb	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
41	41	7/8	7/8	4/4	2	1		V		Bb	V		V	V								M	0	0	1, 5, 2		1	1
42	42	0	0	4/4	2	1		I|IAC}{		Bb	V		I	I						IAC	}{	M	0	0	0, 4, 1		0	0
42	42	1/4	1/4	4/4	2	1		I7		Bb	V		I7	I		7						Mm7	0	0	0, 4, 1, -2		0	0
42	42	1/2	1/2	4/4	2	1		iv/ii		Bb	V		iv/ii	iv				ii				m	0	0	1, -2, 2		1	1
42	42	3/4	3/4	4/4	2	1		iio6/ii		Bb	V		iio6/ii	ii	o	6		ii				o	0	0	1, -2, 4		4	1
43	43	0	0	4/4	2	1		V/ii		Bb	V		V/ii	V				ii				M	0	0	3, 7, 4		3	3
43	43	1/4	1/4	4/4	2	1		V(94)/ii		Bb	V		V(94)/ii	V			94	ii				M	0	0	3, 2, 4	-2	3	3
43	43	1/2	1/2	4/4	2	1		iv/ii		Bb	V		iv/ii	iv				ii				m	0	0	1, -2, 2		1	1
43	43	3/4	3/4	4/4	2	1		iio6/ii		Bb	V		iio6/ii	ii	o	6		ii				o	0	0	1, -2, 4		4	1
44	44	0	0	4/4	2	1		V/ii[V/ii|HC}{		Bb	V	V/ii	V/ii	V				ii		HC	}{	M	0	0	3, 7, 4		3	3
44	44	1/4	1/4	4/4	2	1		V7/ii		Bb	V		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
44	44	3/8	3/8	4/4	2	1		V(64)/ii		Bb	V		V(64)/ii	V			64	ii				M	0	0	3, 2, -1		3	3
44	44	1/2	1/2	4/4	2	1		V/ii		Bb	V		V/ii	V				ii				M	0	0	3, 7, 4		3	3
44	44	5/8	5/8	4/4	2	1		V(64)/ii		Bb	V		V(64)/ii	V			64	ii				M	0	0	3, 2, -1		3	3
44	44	3/4	3/4	4/4	2	1		V7/ii		Bb	V		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
44	44	7/8	7/8	4/4	2	1		V(64)/ii		Bb	V		V(64)/ii	V			64	ii				M	0	0	3, 2, -1		3	3
45	45	0	0	4/4	2	1		V/ii		Bb	V		V/ii	V				ii				M	0	0	3, 7, 4		3	3
45	45	1/4	1/4	4/4	2	1		V7/ii		Bb	V		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
45	45	3/8	3/8	4/4	2	1		V(64)/ii		Bb	V		V(64)/ii	V			64	ii				M	0	0	3, 2, -1		3	3
45	45	1/2	1/2	4/4	2	1		V/ii		Bb	V		V/ii	V				ii				M	0	0	3, 7, 4		3	3
45	45	5/8	5/8	4/4	2	1		V(64)/ii		Bb	V		V(64)/ii	V			64	ii				M	0	0	3, 2, -1		3	3
45	45	3/4	3/4	4/4	2	1		V7/ii		Bb	V		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
45	45	7/8	7/8	4/4	2	1		V(64)/ii		Bb	V		V(64)/ii	V			64	ii				M	0	0	3, 2, -1		3	3
46	46	0	0	4/4	2	1		V/ii		Bb	V		V/ii	V				ii				M	0	0	3, 7, 4		3	3
46	46	1/4	1/4	4/4	2	1		V7/ii		Bb	V		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
46	46	3/8	3/8	4/4	2	1		V(64)/ii		Bb	V		V(64)/ii	V			64	ii				M	0	0	3, 2, -1		3	3
46	46	1/2	1/2	4/4	2	1		V/ii		Bb	V		V/ii	V				ii				M	0	0	3, 7, 4		3	3
46	46	5/8	5/8	4/4	2	1		V(64)/ii		Bb	V		V(64)/ii	V			64	ii				M	0	0	3, 2, -1		3	3
46	46	3/4	3/4	4/4	2	1		V7/ii		Bb	V		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
46	46	7/8	7/8	4/4	2	1		V(64)/ii		Bb	V		V(64)/ii	V			64	ii				M	0	0	3, 2, -1		3	3
47	47	0	0	4/4	2	1		V7/ii]		Bb	V		V7/ii	V		7		ii	]			Mm7	0	0	3, 7, 4, 1		3	3
47	47	1/2	1/2	4/4	2	1		i/ii		Bb	V		i/ii	i				ii				m	0	0	2, -1, 3		2	2
47	47	3/4	3/4	4/4	2	1		V7/ii		Bb	V		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
48	48	0	0	4/4	2	1		i/ii|IAC}{		Bb	V		i/ii	i				ii		IAC	}{	m	0	0	2, -1, 3		2	2
48	48	1/2	1/2	4/4	2	1		I		Bb	V		I	I								M	0	0	0, 4, 1		0	0
48	48	3/4	3/4	4/4	2	1		V7		Bb	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
49	49	0	0	4/4	2	1		I|IAC}{		Bb	V		I	I						IAC	}{	M	0	0	0, 4, 1		0	0
49	49	1/2	1/2	4/4	2	1		#viio6/vi		Bb	V		#viio6/vi	#vii	o	6		vi				o	0	0	5, 2, 8		8	5
49	49	3/4	3/4	4/4	2	1		i/vi		Bb	V		i/vi	i				vi				m	0	0	3, 0, 4		3	3
50	50	0	0	4/4	2	1		V43/vi		Bb	V		V43/vi	V		43		vi				Mm7	0	0	5, 2, 4, 8		4	5
50	50	1/2	1/2	4/4	2	1		i/vi		Bb	V		i/vi	i				vi				m	0	0	3, 0, 4		3	3
50	50	3/4	3/4	4/4	2	1		V7/vi		Bb	V		V7/vi	V		7		vi				Mm7	0	0	4, 8, 5, 2		4	4
51	51	0	0	4/4	2	1		i/vi|IAC}{		Bb	V		i/vi	i				vi		IAC	}{	m	0	0	3, 0, 4		3	3
51	51	1/2	1/2	4/4	2	1		ii		Bb	V		ii	ii								m	0	0	2, -1, 3		2	2
52	52	0	0	4/4	2	1		v		Bb	V		v	v								m	0	0	1, -2, 2		1	1
52	52	1/2	1/2	4/4	2	1		I.V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
52	52	3/4	3/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
53	53	0	0	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
53	53	1/2	1/2	4/4	2	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
54	54	0	0	4/4	2	1		V[V|HC}{		Bb	I	V	V	V						HC	}{	M	0	0	1, 5, 2		1	1
54	54	1/4	1/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
54	54	3/8	3/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
54	54	1/2	1/2	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
54	54	5/8	5/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
54	54	3/4	3/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
54	54	7/8	7/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
55	55	0	0	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
55	55	1/4	1/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
55	55	3/8	3/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
55	55	1/2	1/2	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
55	55	5/8	5/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
55	55	3/4	3/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
55	55	7/8	7/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
56	56	0	0	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
56	56	1/4	1/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
56	56	3/8	3/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
56	56	1/2	1/2	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
56	56	5/8	5/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
56	56	3/4	3/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
56	56	7/8	7/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
57	57	0	0	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
57	57	1/2	1/2	4/4	2	1		iv6		Bb	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
57	57	7/8	7/8	4/4	2	1		#viio6/iv		Bb	I		#viio6/iv	#vii	o	6		iv				o	0	0	1, -2, 4		4	1
58	58	0	0	4/4	2	1		iv6		Bb	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
