mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
46	46	0	0	3/4	2	1	iM7			g	i		iM7	i	M	7					mM7	1	1	1, -2, 2, 6		1	1	1	6	0.14285714285714285	0.0	2.1875	0.0
46	46	3/16	3/16	3/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.0625	0.0
46	46	1/4	1/4	3/4	2	1	i(64)			g	i		i(64)	i			64				m	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.75	0.0
46	46	1/2	1/2	3/4	2	1	i(42)			g	i		i(42)	i			42				m	1	1	3, 0, 2		1	3	1	2	0.3333333333333333	0.1875	0.5	0.2727272727272727
46	46	11/16	11/16	3/4	2	1	iM7(42)			g	i		iM7(42)	i	M	7	42				mM7	1	1	3, 0, 2, 6		1	3	0	1	0.0	0.0	0.0625	0.0
47	47	0	0	3/4	2	1	iM7(4)	1		g	i		iM7(4)	i	M	7	4				mM7	1	1	1, 0, 2, 6		1	1	0	6	0.0	0.0	0.9375	0.0
47	47	3/16	3/16	3/4	2	1	i(4)	1		g	i		i(4)	i			4				m	1	1	1, 0, 2		1	1	0	1	0.0	0.0	0.0625	0.0
47	47	1/4	1/4	3/4	2	1	i	1		g	i		i	i							m	1	1	1, -2, 2		1	1	4	6	0.4	0.25	1.25	0.16666666666666666
48	47	0	0	3/4	2	1	iM7(4)	2		g	i		iM7(4)	i	M	7	4				mM7	1	1	1, 0, 2, 6		1	1	1	5	0.16666666666666666	0.1875	1.25	0.13043478260869565
48	47	3/16	3/16	3/4	2	1	i(4)	2		g	i		i(4)	i			4				m	1	1	1, 0, 2		1	1	0	1	0.0	0.0	0.0625	0.0
48	47	1/4	1/4	3/4	2	1	i	2		g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	1.5	0.0
