mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
28	28	1/4	1/4	4/4	2	1	IV6				vi	Bb	V		IV6	IV		6						M	0	0	2, -1, -2		-2	2	2	2	0.5	0.125	0.375	0.25
28	28	1/2	1/2	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	1	3	0.25	0.0625	0.4375	0.125
28	28	3/4	3/4	4/4	2	1	I6					Bb	V		I6	I		6						M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.5	0.0
28	28	7/8	7/8	4/4	2	1	IV					Bb	V		IV	IV								M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
29	29	0	0	4/4	2	1	V(64)					Bb	V		V(64)	V			64					M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.75	0.0
29	29	1/4	1/4	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
29	29	1/2	1/2	4/4	2	1	I|PAC}{					Bb	V		I	I						PAC	}{	M	0	0	-1, 3, 0		-1	-1	4	6	0.4	0.25	0.75	0.25
30	30	0	0	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	4	4	0.5	0.5	0.875	0.36363636363636365
30	30	1/2	1/2	4/4	2	1	I					Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	4	7	0.36363636363636365	0.25	0.875	0.2222222222222222
31	31	0	0	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
31	31	1/2	1/2	4/4	2	1	I					Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	4	7	0.36363636363636365	0.25	1.0	0.2
32	32	0	0	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	4	4	0.5	0.5	0.875	0.36363636363636365
32	32	1/2	1/2	4/4	2	1	I					Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	4	7	0.36363636363636365	0.25	0.875	0.2222222222222222
33	33	0	0	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
33	33	1/2	1/2	4/4	2	1	I|PAC}{					Bb	V		I	I						PAC	}{	M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
33	33	3/4	3/4	4/4	2	1	IV					Bb	V		IV	IV								M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.625	0.0
34	34	0	0	4/4	2	1	V(64)					Bb	V		V(64)	V			64					M	0	0	0, -1, 3		0	0	1	5	0.16666666666666666	0.0625	1.0625	0.05555555555555555
34	34	1/4	1/4	4/4	2	1	V7(4)					Bb	V		V7(4)	V		7	4					Mm7	0	0	0, -1, 1, -2		0	0	0	3	0.0	0.0	0.75	0.0
34	34	3/8	3/8	4/4	2	1	V7					Bb	V		V7	V		7						Mm7	0	0	0, 4, 1, -2		0	0	0	1	0.0	0.0	0.125	0.0
34	34	1/2	1/2	4/4	2	1	I					Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.125	0.375	0.25
34	34	3/4	3/4	4/4	2	1	IV					Bb	V		IV	IV								M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.0625	0.4375	0.125
35	35	0	0	4/4	2	1	V(4)					Bb	V		V(4)	V			4					M	0	0	0, -1, 1		0	0	0	4	0.0	0.0	0.875	0.0
35	35	3/8	3/8	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.125	0.0
35	35	1/2	1/2	4/4	2	1	I					Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.125	0.375	0.25
35	35	3/4	3/4	4/4	2	1	IV					Bb	V		IV	IV								M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.0625	0.4375	0.125
36	36	0	0	4/4	2	1	V(4)					Bb	V		V(4)	V			4					M	0	0	0, -1, 1		0	0	0	4	0.0	0.0	0.875	0.0
36	36	3/8	3/8	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.125	0.0
36	36	1/2	1/2	4/4	2	1	I|PAC}					Bb	V		I	I						PAC	}	M	0	0	-1, 3, 0		-1	-1	0	7	0.0	0.0	1.625	0.0
37	37	1/2	1/2	4/4	2	1	V6					Bb	V		V6	V		6						M	0	0	4, 1, 0		0	4	1	2	0.3333333333333333	0.125	0.5	0.2
37	37	3/4	3/4	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
38	38	0	0	4/4	2	1	vi					Bb	V		vi	vi								m	0	0	2, -1, 3		2	2	1	3	0.25	0.125	0.875	0.125
38	38	3/8	3/8	4/4	2	1	I6					Bb	V		I6	I		6						M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
38	38	1/2	1/2	4/4	2	1	IV					Bb	V		IV	IV								M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.09375	0.53125	0.15
38	38	3/4	3/4	4/4	2	1	V(64)					Bb	V		V(64)	V			64					M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.5	0.0
38	38	7/8	7/8	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
39	39	0	0	4/4	2	1	I					Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.375	0.0
39	39	3/8	3/8	4/4	2	1	I6					Bb	V		I6	I		6						M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
39	39	1/2	1/2	4/4	2	1	IV					Bb	V		IV	IV								M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.09375	0.53125	0.15
39	39	3/4	3/4	4/4	2	1	V(64)					Bb	V		V(64)	V			64					M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.5	0.0
39	39	7/8	7/8	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
40	40	0	0	4/4	2	1	I					Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.375	0.0
40	40	3/8	3/8	4/4	2	1	I6					Bb	V		I6	I		6						M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
40	40	1/2	1/2	4/4	2	1	IV					Bb	V		IV	IV								M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.09375	0.53125	0.15
40	40	3/4	3/4	4/4	2	1	V(64)					Bb	V		V(64)	V			64					M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.5	0.0
40	40	7/8	7/8	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
41	41	0	0	4/4	2	1	I					Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.375	0.0
41	41	3/8	3/8	4/4	2	1	I6					Bb	V		I6	I		6						M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
41	41	1/2	1/2	4/4	2	1	IV					Bb	V		IV	IV								M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.09375	0.53125	0.15
41	41	3/4	3/4	4/4	2	1	V(64)					Bb	V		V(64)	V			64					M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.5	0.0
41	41	7/8	7/8	4/4	2	1	V					Bb	V		V	V								M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
42	42	0	0	4/4	2	1	I|IAC}{					Bb	V		I	I						IAC	}{	M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.75	0.0
42	42	1/4	1/4	4/4	2	1	I7					Bb	V		I7	I		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	2	0.0	0.0	0.75	0.0
42	42	1/2	1/2	4/4	2	1	iv/ii					Bb	V		iv/ii	iv				ii				m	0	0	0, -3, 1		0	0	2	1	0.6666666666666666	0.25	0.5	0.3333333333333333
42	42	3/4	3/4	4/4	2	1	iio6/ii					Bb	V		iio6/ii	ii	o	6		ii				o	0	0	0, -3, 3		3	0	2	2	0.5	0.25	0.25	0.5
43	43	0	0	4/4	2	1	V/ii					Bb	V		V/ii	V				ii				M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	1.0	0.0
43	43	1/4	1/4	4/4	2	1	V(94)/ii					Bb	V		V(94)/ii	V			94	ii				M	0	0	2, 1, 3	-3	2	2	0	2	0.0	0.0	0.75	0.0
