mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
27	27	0	0	3/4	2	1	V/III			d	i		V/III	V				III			M	1	1	0, 4, 1		0	0	3	4	0.42857142857142855	0.1875	1.0625	0.15
27	27	1/4	1/4	3/4	2	1	V6/III			d	i		V6/III	V		6		III			M	1	1	4, 1, 0		0	4	0	3	0.0	0.0	0.625	0.0
27	27	7/16	7/16	3/4	2	1	V7/III			d	i		V7/III	V		7		III			Mm7	1	1	0, 4, 1, -2		0	0	0	2	0.0	0.0	0.125	0.0
27	27	1/2	1/2	3/4	2	1	I/III			d	i		I/III	I				III			M	1	1	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.125	0.875	0.125
28	28	0	0	3/4	2	1	vi/III			d	i		vi/III	vi				III			m	1	1	2, -1, 3		2	2	2	3	0.4	0.125	0.625	0.16666666666666666
28	28	1/4	1/4	3/4	2	1	IV/III			d	i		IV/III	IV				III			M	1	1	-2, 2, -1		-2	-2	2	3	0.4	0.125	0.625	0.16666666666666666
28	28	1/2	1/2	3/4	2	1	viio6(2)/III			d	i		viio6(2)/III	vii	o	6	2	III			o	1	1	1, -2, -1		4	1	0	3	0.0	0.0	0.625	0.0
28	28	11/16	11/16	3/4	2	1	V7/III			d	i		V7/III	V		7		III			Mm7	1	1	0, 4, 1, -2		0	0	0	2	0.0	0.0	0.125	0.0
29	29	0	0	3/4	2	1	I(4)/III}{			d	i		I(4)/III	I			4	III		}{	M	1	1	-1, -2, 0		-1	-1	1	3	0.25	0.0625	1.1875	0.05
29	29	1/4	1/4	3/4	2	1	iv/vii|IAC			d	i		iv/vii	iv				vii	IAC		m	1	1	-1, -4, 0		-1	-1	2	3	0.4	0.125	0.625	0.16666666666666666
29	29	1/2	1/2	3/4	2	1	iio/vii			d	i		iio/vii	ii	o			vii			o	1	1	2, -1, -4		2	2	1	4	0.2	0.0625	0.6875	0.08333333333333333
30	30	0	0	3/4	2	1	V65/vii			d	i		V65/vii	V		65		vii			Mm7	1	1	5, 2, -1, 1		1	5	0	5	0.0	0.0	1.0	0.0
30	30	1/4	1/4	3/4	2	1	i/vii			d	i		i/vii	i				vii			m	1	1	0, -3, 1		0	0	3	4	0.42857142857142855	0.1875	0.8125	0.1875
30	30	1/2	1/2	3/4	2	1	i6/vii			d	i		i6/vii	i		6		vii			m	1	1	-3, 1, 0		0	-3	0	5	0.0	0.0	1.0	0.0
31	31	0	0	3/4	2	1	iv(9)/vii			d	i		iv(9)/vii	iv			9	vii			m	1	1	-1, -4, 0	1	-1	-1	1	4	0.2	0.0625	1.4375	0.041666666666666664
31	31	1/4	1/4	3/4	2	1	iio6/vii			d	i		iio6/vii	ii	o	6		vii			o	1	1	-1, -4, 2		2	-1	2	2	0.5	0.125	0.375	0.25
31	31	1/2	1/2	3/4	2	1	iv(6#4)/vii			d	i		iv(6#4)/vii	iv			6#4	vii			m	1	1	-1, -4, 5, 2		-1	-1	0	4	0.0	0.0	0.875	0.0
31	31	11/16	11/16	3/4	2	1	iv/vii			d	i		iv/vii	iv				vii			m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.125	0.0
32	32	0	0	3/4	2	1	V6(2)/vii			d	i		V6(2)/vii	V		6	2	vii			M	1	1	5, 2, -4		1	5	1	4	0.2	0.0625	0.9375	0.0625
32	32	1/4	1/4	3/4	2	1	V6/vii			d	i		V6/vii	V		6		vii			M	1	1	5, 2, 1		1	5	3	4	0.42857142857142855	0.1875	0.8125	0.1875
32	32	1/2	1/2	3/4	2	1	V/vii			d	i		V/vii	V				vii			M	1	1	1, 5, 2		1	1	1	6	0.14285714285714285	0.0625	1.1875	0.05
33	33	0	0	3/4	2	1	i6/vii			d	i		i6/vii	i		6		vii			m	1	1	-3, 1, 0		0	-3	4	10	0.2857142857142857	0.25	2.25	0.1
33	33	1/2	1/2	3/4	2	1	iio6/iv			d	i		iio6/iv	ii	o	6		iv			o	1	1	0, -3, 3		3	0	2	4	0.3333333333333333	0.125	0.875	0.125
34	34	0	0	3/4	2	1	V/iv}{			d	i		V/iv	V				iv		}{	M	1	1	2, 6, 3		2	2	4	7	0.36363636363636365	0.25	2.0	0.1111111111111111
34	34	1/2	1/2	3/4	2	1	V(64)/iv			d	i		V(64)/iv	V			64	iv			M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	0.625	0.0
34	34	11/16	11/16	3/4	2	1	V7/iv			d	i		V7/iv	V		7		iv			Mm7	1	1	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.125	0.0
35	35	0	0	3/4	2	1	i/iv			d	i		i/iv	i				iv			m	1	1	1, -2, 2		1	1	2	4	0.3333333333333333	0.125	0.875	0.125
35	35	1/4	1/4	3/4	2	1	iv/iv			d	i		iv/iv	iv				iv			m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.125	0.875	0.125
35	35	1/2	1/2	3/4	2	1	iio/iv			d	i		iio/iv	ii	o			iv			o	1	1	3, 0, -3		3	3	2	4	0.3333333333333333	0.125	0.875	0.125
36	36	0	0	3/4	2	1	V/iv|HC}			d	i		V/iv	V				iv	HC	}	M	1	1	2, 6, 3		2	2	2	4	0.3333333333333333	0.125	1.125	0.1
36	36	1/4	1/4	3/4	2	1	V(64)/iv			d	i		V(64)/iv	V			64	iv			M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	0.625	0.0
36	36	7/16	7/16	3/4	2	1	V/iv			d	i		V/iv	V				iv			M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.125	0.0
36	36	1/2	1/2	3/4	2	1	i6/iv{			d	i		i6/iv	i		6		iv		{	m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.875	0.0
36	36	11/16	11/16	3/4	2	1	i/iv			d	i		i/iv	i				iv			m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.125	0.0
37	37	0	0	3/4	2	1	iv(9)/iv			d	i		iv(9)/iv	iv			9	iv			m	1	1	0, -3, 1	2	0	0	1	5	0.16666666666666666	0.0625	1.4375	0.041666666666666664
37	37	1/4	1/4	3/4	2	1	iv/iv			d	i		iv/iv	iv				iv			m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	0.25	0.0
37	37	1/2	1/2	3/4	2	1	bII6/iv			d	i		bII6/iv	bII		6		iv			M	1	1	0, -3, -4		-4	0	0	3	0.0	0.0	0.5	0.0
38	38	0	0	3/4	2	1	V(9)/iv			d	i		V(9)/iv	V			9	iv			M	1	1	2, 6, 3	-3	2	2	1	5	0.16666666666666666	0.0625	1.4375	0.041666666666666664
38	38	1/4	1/4	3/4	2	1	V/iv			d	i		V/iv	V				iv			M	1	1	2, 6, 3		2	2	1	1	0.5	0.0625	0.1875	0.25
38	38	1/2	1/2	3/4	2	1	V7/iv			d	i		V7/iv	V		7		iv			Mm7	1	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.5	0.0
39	39	0	0	3/4	2	1	VI(4)/iv|DC			d	i		VI(4)/iv	VI			4	iv	DC		M	1	1	-3, 3, -2		-3	-3	1	4	0.2	0.0625	0.9375	0.0625
39	39	1/4	1/4	3/4	2	1	VI/iv			d	i		VI/iv	VI				iv			M	1	1	-3, 1, -2		-3	-3	2	5	0.2857142857142857	0.125	0.875	0.125
39	39	1/2	1/2	3/4	2	1	V65			d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	0	5	0.0	0.0	1.0	0.0
40	40	0	0	3/4	2	1	i			d	i		i	i							m	1	1	2, -1, 3		2	2	0	5	0.0	0.0	1.0	0.0
40	40	1/4	1/4	3/4	2	1	IV65			d	i		IV65	IV		65					Mm7	1	1	5, 2, -1, 1		1	5	0	5	0.0	0.0	1.0	0.0
40	40	1/2	1/2	3/4	2	1	#viio			d	i		#viio	#vii	o						o	1	1	7, 4, 1		7	7	0	5	0.0	0.0	1.0	0.0
41	41	0	0	3/4	2	1	i(9)}{			d	i		i(9)	i			9			}{	m	1	1	2, -1, 3	4	2	2	0	5	0.0	0.0	1.0	0.0
41	41	1/4	1/4	3/4	2	1	i			d	i		i	i							m	1	1	2, -1, 3		2	2	3	6	0.3333333333333333	0.4375	1.0625	0.2916666666666667
42	42	0	0	3/4	2	1	iv			d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.6875	0.0
42	42	3/16	3/16	3/4	2	1	#viio43			d	i		#viio43	#vii	o	43					o7	1	1	1, -2, 7, 4		7	1	0	2	0.0	0.0	0.125	0.0
42	42	1/4	1/4	3/4	2	1	i6(62)			d	i		i6(62)	i		6	62				m	1	1	-1, -2, 4		2	-1	1	3	0.25	0.25	0.625	0.2857142857142857
42	42	7/16	7/16	3/4	2	1	i6			d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.125	0.0
42	42	1/2	1/2	3/4	2	1	#viio6(62)			d	i		#viio6(62)	#vii	o	6	62				o	1	1	4, 3, 2		7	4	0	4	0.0	0.0	0.875	0.0
42	42	11/16	11/16	3/4	2	1	#viio6			d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	0	2	0.0	0.0	0.125	0.0
43	43	0	0	3/4	2	1	i			d	i		i	i							m	1	1	2, -1, 3		2	2	1	4	0.2	0.0625	0.9375	0.0625
43	43	1/4	1/4	3/4	2	1	iv			d	i		iv	iv							m	1	1	1, -2, 2		1	1	2	4	0.3333333333333333	0.125	0.875	0.125
43	43	1/2	1/2	3/4	2	1	ii%65			d	i		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4	1	1	6	0.14285714285714285	0.0625	1.1875	0.05
44	44	0	0	3/4	2	1	V|HC}			d	i		V	V					HC	}	M	1	1	3, 7, 4		3	3	2	7	0.2222222222222222	0.125	1.75	0.06666666666666667
44	44	7/16	7/16	3/4	2	1	V2			d	i		V2	V		2					Mm7	1	1	1, 3, 7, 4		3	1	0	2	0.0	0.0	0.125	0.0
44	44	1/2	1/2	3/4	2	1	i6{			d	i		i6	i		6				{	m	1	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.875	0.0
44	44	11/16	11/16	3/4	2	1	i			d	i		i	i							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.125	0.0
45	45	0	0	3/4	2	1	iv(9)			d	i		iv(9)	iv			9				m	1	1	1, -2, 2	3	1	1	1	5	0.16666666666666666	0.0625	1.4375	0.041666666666666664
45	45	1/4	1/4	3/4	2	1	iv			d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
45	45	1/2	1/2	3/4	2	1	bII6			d	i		bII6	bII		6					M	1	1	1, -2, -3		-3	1	0	3	0.0	0.0	0.5	0.0
46	46	0	0	3/4	2	1	V(9)			d	i		V(9)	V			9				M	1	1	3, 7, 4	-2	3	3	1	5	0.16666666666666666	0.0625	1.4375	0.041666666666666664
46	46	1/4	1/4	3/4	2	1	V			d	i		V	V							M	1	1	3, 7, 4		3	3	1	1	0.5	0.0625	0.1875	0.25
46	46	1/2	1/2	3/4	2	1	V7			d	i		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.5	0.0
47	47	0	0	3/4	2	1	VI(4)|DC			d	i		VI(4)	VI			4		DC		M	1	1	-2, 4, -1		-2	-2	1	4	0.2	0.0625	0.9375	0.0625
47	47	1/4	1/4	3/4	2	1	VI			d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	1	4	0.2	0.0625	0.6875	0.08333333333333333
47	47	1/2	1/2	3/4	2	1	iv			d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	5	0.0	0.0	0.8125	0.0
48	48	0	0	3/4	2	1	V65}			d	i		V65	V		65				}	Mm7	1	1	7, 4, 1, 3		3	7	0	5	0.0	0.0	1.25	0.0
48	48	1/4	1/4	3/4	2	1	i{			d	i		i	i						{	m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.5625	0.0
48	48	7/16	7/16	3/4	2	1	#viio6			d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.1875	0.0
48	48	1/2	1/2	3/4	2	1	i6			d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	5	0.0	0.0	1.0	0.0
49	49	0	0	3/4	2	1	iv(9)			d	i		iv(9)	iv			9				m	1	1	1, -2, 2	3	1	1	1	5	0.16666666666666666	0.0625	1.1875	0.05
49	49	1/4	1/4	3/4	2	1	iio			d	i		iio	ii	o						o	1	1	4, 1, -2		4	4	0	5	0.0	0.0	1.0	0.0
49	49	1/2	1/2	3/4	2	1	V65			d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	0	5	0.0	0.0	1.0	0.0
50	50	0	0	3/4	2	1	i			d	i		i	i							m	1	1	2, -1, 3		2	2	1	5	0.16666666666666666	0.0625	1.1875	0.05
50	50	1/4	1/4	3/4	2	1	bII6			d	i		bII6	bII		6					M	1	1	1, -2, -3		-3	1	1	4	0.2	0.0625	0.9375	0.0625
50	50	1/2	1/2	3/4	2	1	viio/V			d	i		viio/V	vii	o			V			o	1	1	8, 5, 2		8	8	2	3	0.4	0.25	0.75	0.25
51	51	0	0	3/4	2	1	V|HC}{			d	i		V	V					HC	}{	M	1	1	3, 7, 4		3	3	2	4	0.3333333333333333	0.125	1.125	0.1
51	51	1/4	1/4	3/4	2	1	V(6)			d	i		V(6)	V			6				M	1	1	3, 7, -1		3	3	0	3	0.0	0.0	0.5625	0.0
51	51	7/16	7/16	3/4	2	1	V7			d	i		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.1875	0.0
51	51	1/2	1/2	3/4	2	1	i6			d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	6	0.0	0.0	1.4375	0.0
51	51	11/16	11/16	3/4	2	1	i			d	i		i	i							m	1	1	2, -1, 3		2	2	0	1	0.0	0.0	0.0625	0.0
52	52	0	0	3/4	2	1	iv			d	i		iv	iv							m	1	1	1, -2, 2		1	1	1	6	0.14285714285714285	0.0625	1.4375	0.041666666666666664
52	52	1/4	1/4	3/4	2	1	ii%7(^4)			d	i		ii%7(^4)	ii	%	7	^4				%7	1	1	4, 1, 3, 2		4	4	0	6	0.0	0.0	1.625	0.0
52	52	1/2	1/2	3/4	2	1	V			d	i		V	V							M	1	1	3, 7, 4		3	3	1	4	0.2	0.0625	0.8125	0.07142857142857142
53	53	0	0	3/4	2	1	i|IAC}{			d	i		i	i					IAC	}{	m	1	1	2, -1, 3		2	2	2	7	0.2222222222222222	0.125	1.5	0.07692307692307693
53	53	7/16	7/16	3/4	2	1	V			d	i		V	V							M	1	1	3, 7, 4		3	3	0	4	0.0	0.0	0.25	0.0
